time,x,y,z,abs avg
74.932,0.441,-0.704,0.605,0.583333
74.933,0.433,-0.682,0.605,0.573333
74.933,0.439,-0.659,0.584,0.560667
74.933,0.428,-0.653,0.592,0.557667
74.934,0.433,-0.656,0.593,0.560667
74.934,0.450,-0.659,0.574,0.561
74.934,0.453,-0.662,0.574,0.563
74.935,0.459,-0.671,0.577,0.569
74.935,0.472,-0.682,0.566,0.573333
74.935,0.487,-0.689,0.559,0.578333
74.935,0.485,-0.690,0.565,0.58
74.936,0.500,-0.695,0.566,0.587
74.936,0.501,-0.682,0.550,0.577667
74.938,0.490,-0.671,0.563,0.574667
74.940,0.497,-0.675,0.561,0.577667
74.943,0.503,-0.667,0.542,0.570667
74.947,0.500,-0.661,0.555,0.572
74.948,0.500,-0.671,0.557,0.576
74.951,0.509,-0.686,0.558,0.584333
74.952,0.512,-0.691,0.554,0.585667
74.954,0.509,-0.704,0.560,0.591
74.958,0.505,-0.708,0.562,0.591667
74.961,0.499,-0.701,0.564,0.588
74.962,0.496,-0.687,0.550,0.577667
74.967,0.487,-0.680,0.549,0.572
74.968,0.474,-0.681,0.558,0.571
74.971,0.473,-0.679,0.544,0.565333
74.973,0.472,-0.665,0.536,0.557667
74.976,0.461,-0.656,0.543,0.553333
74.977,0.456,-0.647,0.545,0.549333
74.980,0.454,-0.647,0.542,0.547667
74.982,0.461,-0.653,0.544,0.552667
74.985,0.460,-0.654,0.541,0.551667
74.987,0.448,-0.636,0.551,0.545
74.991,0.448,-0.627,0.545,0.54
74.992,0.450,-0.622,0.548,0.54
74.995,0.443,-0.629,0.552,0.541333
74.997,0.449,-0.645,0.555,0.549667
74.999,0.455,-0.664,0.562,0.560333
75.001,0.453,-0.666,0.567,0.562
75.004,0.450,-0.669,0.567,0.562
75.006,0.453,-0.675,0.574,0.567333
75.010,0.449,-0.678,0.579,0.568667
75.011,0.445,-0.674,0.580,0.566333
75.014,0.450,-0.670,0.578,0.566
75.017,0.459,-0.677,0.575,0.570333
75.021,0.454,-0.690,0.585,0.576333
75.022,0.464,-0.691,0.587,0.580667
75.024,0.461,-0.696,0.577,0.578
75.026,0.451,-0.688,0.595,0.578
75.029,0.453,-0.681,0.572,0.568667
75.031,0.453,-0.681,0.586,0.573333
75.034,0.433,-0.675,0.600,0.569333
75.036,0.447,-0.668,0.581,0.565333
75.039,0.424,-0.660,0.590,0.558
75.041,0.431,-0.655,0.590,0.558667
75.043,0.436,-0.673,0.576,0.561667
75.046,0.424,-0.670,0.601,0.565
75.048,0.430,-0.670,0.580,0.56
75.051,0.435,-0.659,0.584,0.559333
75.054,0.431,-0.664,0.583,0.559333
75.057,0.437,-0.661,0.574,0.557333
75.059,0.447,-0.672,0.582,0.567
75.061,0.449,-0.671,0.566,0.562
75.063,0.457,-0.672,0.569,0.566
75.066,0.460,-0.673,0.555,0.562667
75.068,0.464,-0.672,0.563,0.566333
75.070,0.463,-0.673,0.561,0.565667
75.073,0.461,-0.673,0.572,0.568667
75.076,0.469,-0.680,0.567,0.572
75.078,0.464,-0.683,0.573,0.573333
75.080,0.466,-0.682,0.580,0.576
75.083,0.466,-0.683,0.579,0.576
75.085,0.475,-0.687,0.579,0.580333
75.088,0.474,-0.684,0.575,0.577667
75.090,0.478,-0.693,0.581,0.584
75.092,0.467,-0.684,0.584,0.578333
75.095,0.477,-0.689,0.577,0.581
75.097,0.472,-0.685,0.578,0.578333
75.101,0.469,-0.687,0.585,0.580333
75.104,0.471,-0.685,0.579,0.578333
75.105,0.469,-0.679,0.582,0.576667
75.108,0.463,-0.679,0.589,0.577
75.111,0.470,-0.673,0.576,0.573
75.113,0.465,-0.666,0.579,0.57
75.115,0.460,-0.664,0.577,0.567
75.117,0.457,-0.655,0.571,0.561
75.120,0.463,-0.663,0.572,0.566
75.122,0.449,-0.649,0.565,0.554333
75.125,0.454,-0.661,0.581,0.565333
75.128,0.452,-0.654,0.563,0.556333
75.131,0.455,-0.669,0.580,0.568
75.133,0.443,-0.664,0.573,0.56
75.135,0.457,-0.674,0.563,0.564667
75.139,0.445,-0.670,0.576,0.563667
75.141,0.453,-0.678,0.566,0.565667
75.142,0.451,-0.679,0.566,0.565333
75.145,0.445,-0.677,0.576,0.566
75.148,0.454,-0.672,0.565,0.563667
75.174,0.442,-0.676,0.577,0.565
75.175,0.451,-0.666,0.562,0.559667
75.175,0.442,-0.670,0.565,0.559
75.175,0.439,-0.665,0.564,0.556
75.175,0.445,-0.666,0.562,0.557667
75.176,0.443,-0.666,0.563,0.557333
75.176,0.436,-0.656,0.557,0.549667
75.176,0.435,-0.663,0.569,0.555667
75.176,0.426,-0.627,0.541,0.531333
75.177,0.423,-0.677,0.584,0.561333
75.177,0.429,-0.657,0.555,0.547
75.177,0.423,-0.678,0.570,0.557
75.179,0.406,-0.664,0.583,0.551
75.181,0.424,-0.669,0.558,0.550333
75.184,0.405,-0.670,0.586,0.553667
75.186,0.406,-0.661,0.586,0.551
75.189,0.416,-0.654,0.572,0.547333
75.192,0.408,-0.671,0.592,0.557
75.193,0.408,-0.660,0.589,0.552333
75.197,0.409,-0.658,0.585,0.550667
75.199,0.405,-0.653,0.587,0.548333
75.201,0.407,-0.660,0.594,0.553667
75.204,0.402,-0.661,0.596,0.553
75.206,0.398,-0.661,0.594,0.551
75.208,0.389,-0.650,0.593,0.544
75.211,0.382,-0.621,0.591,0.531333
75.213,0.368,-0.552,0.574,0.498
75.215,0.353,-0.455,0.553,0.453667
75.219,0.303,-0.380,0.552,0.411667
75.221,0.414,-0.555,0.573,0.514
75.223,0.401,-0.727,0.595,0.574333
75.226,0.476,-0.810,0.674,0.653333
75.228,0.570,-0.667,0.441,0.559333
75.230,0.517,-0.931,0.609,0.685667
75.233,0.415,-0.793,0.681,0.629667
75.237,0.431,-0.648,0.571,0.55
75.238,0.497,-0.721,0.571,0.596333
75.240,0.428,-0.582,0.504,0.504667
75.242,0.312,-0.621,0.688,0.540333
75.247,0.393,-0.626,0.568,0.529
75.247,0.381,-0.539,0.524,0.481333
75.250,0.349,-0.674,0.677,0.566667
75.253,0.406,-0.606,0.503,0.505
75.255,0.290,-0.555,0.609,0.484667
75.258,0.365,-0.671,0.636,0.557333
75.260,0.435,-0.646,0.496,0.525667
75.263,0.341,-0.559,0.576,0.492
75.265,0.403,-0.628,0.570,0.533667
75.269,0.447,-0.616,0.513,0.525333
75.270,0.427,-0.632,0.549,0.536
75.272,0.524,-0.683,0.529,0.578667
75.275,0.502,-0.713,0.544,0.586333
75.277,0.495,-0.709,0.580,0.594667
75.280,0.550,-0.707,0.542,0.599667
75.282,0.530,-0.685,0.544,0.586333
75.285,0.497,-0.655,0.562,0.571333
75.288,0.499,-0.642,0.567,0.569333
75.290,0.479,-0.648,0.582,0.569667
75.294,0.506,-0.698,0.570,0.591333
75.295,0.484,-0.749,0.612,0.615
75.297,0.497,-0.769,0.600,0.622
75.300,0.487,-0.781,0.594,0.620667
75.302,0.457,-0.839,0.654,0.65
75.305,0.460,-0.833,0.613,0.635333
75.307,0.458,-0.842,0.635,0.645
75.309,0.435,-0.812,0.646,0.631
75.312,0.430,-0.798,0.623,0.617
75.314,0.415,-0.783,0.643,0.613667
75.316,0.421,-0.770,0.632,0.607667
75.319,0.438,-0.757,0.605,0.6
75.321,0.437,-0.761,0.616,0.604667
75.324,0.448,-0.763,0.616,0.609
75.326,0.462,-0.770,0.598,0.61
75.329,0.475,-0.777,0.589,0.613667
75.331,0.476,-0.772,0.596,0.614667
75.334,0.477,-0.761,0.583,0.607
75.337,0.473,-0.758,0.590,0.607
75.339,0.474,-0.752,0.591,0.605667
75.341,0.478,-0.755,0.584,0.605667
75.344,0.467,-0.769,0.601,0.612333
75.346,0.466,-0.780,0.605,0.617
75.349,0.473,-0.792,0.598,0.621
75.351,0.471,-0.801,0.597,0.623
75.354,0.459,-0.807,0.606,0.624
75.356,0.461,-0.815,0.601,0.625667
75.359,0.469,-0.821,0.588,0.626
75.362,0.458,-0.819,0.591,0.622667
75.365,0.455,-0.809,0.585,0.616333
75.367,0.451,-0.808,0.589,0.616
75.368,0.451,-0.802,0.584,0.612333
75.373,0.461,-0.791,0.559,0.603667
75.375,0.448,-0.779,0.570,0.599
75.377,0.446,-0.772,0.574,0.597333
75.379,0.457,-0.751,0.548,0.585333
75.381,0.456,-0.748,0.560,0.588
75.385,0.458,-0.734,0.563,0.585
75.386,0.459,-0.726,0.550,0.578333
75.389,0.461,-0.726,0.557,0.581333
75.392,0.472,-0.723,0.551,0.582
75.393,0.471,-0.720,0.559,0.583333
75.416,0.461,-0.704,0.566,0.577
75.417,0.455,-0.703,0.570,0.576
75.417,0.468,-0.698,0.566,0.577333
75.417,0.462,-0.693,0.570,0.575
75.418,0.451,-0.690,0.573,0.571333
75.418,0.452,-0.694,0.569,0.571667
75.418,0.453,-0.695,0.573,0.573667
75.419,0.452,-0.686,0.569,0.569
75.419,0.444,-0.687,0.573,0.568
75.419,0.443,-0.690,0.578,0.570333
75.420,0.443,-0.691,0.568,0.567333
75.422,0.440,-0.697,0.561,0.566
75.426,0.441,-0.693,0.571,0.568333
75.428,0.441,-0.693,0.555,0.563
75.431,0.449,-0.705,0.553,0.569
75.431,0.442,-0.709,0.552,0.567667
75.434,0.455,-0.715,0.555,0.575
75.436,0.425,-0.690,0.562,0.559
75.440,0.427,-0.686,0.570,0.561
75.443,0.434,-0.676,0.552,0.554
75.445,0.423,-0.680,0.565,0.556
75.447,0.423,-0.701,0.572,0.565333
75.449,0.436,-0.704,0.564,0.568
75.451,0.437,-0.710,0.575,0.574
75.453,0.440,-0.705,0.569,0.571333
75.456,0.428,-0.706,0.592,0.575333
75.459,0.422,-0.705,0.590,0.572333
75.461,0.424,-0.707,0.591,0.574
75.464,0.413,-0.714,0.598,0.575
75.467,0.394,-0.700,0.604,0.566
75.468,0.388,-0.707,0.624,0.573
75.471,0.405,-0.724,0.620,0.583
75.473,0.410,-0.698,0.592,0.566667
75.476,0.394,-0.703,0.615,0.570667
75.480,0.379,-0.719,0.626,0.574667
75.480,0.383,-0.684,0.612,0.559667
75.483,0.409,-0.681,0.592,0.560667
75.486,0.397,-0.669,0.590,0.552
75.491,0.368,-0.677,0.618,0.554333
75.492,0.379,-0.666,0.594,0.546333
75.493,0.393,-0.669,0.578,0.546667
75.498,0.390,-0.678,0.589,0.552333
75.499,0.381,-0.666,0.590,0.545667
75.501,0.368,-0.658,0.596,0.540667
75.504,0.385,-0.661,0.579,0.541667
75.507,0.380,-0.665,0.594,0.546333
75.509,0.370,-0.654,0.594,0.539333
75.512,0.378,-0.668,0.594,0.546667
75.513,0.370,-0.661,0.602,0.544333
75.516,0.356,-0.635,0.591,0.527333
75.519,0.354,-0.637,0.610,0.533667
75.521,0.353,-0.651,0.605,0.536333
75.524,0.355,-0.657,0.610,0.540667
75.527,0.358,-0.669,0.617,0.548
75.529,0.359,-0.667,0.611,0.545667
75.531,0.359,-0.685,0.622,0.555333
75.534,0.364,-0.681,0.614,0.553
75.536,0.368,-0.679,0.613,0.553333
75.538,0.361,-0.665,0.602,0.542667
75.540,0.362,-0.671,0.623,0.552
75.544,0.358,-0.655,0.615,0.542667
75.546,0.362,-0.641,0.614,0.539
75.548,0.360,-0.645,0.618,0.541
75.551,0.353,-0.646,0.622,0.540333
75.552,0.354,-0.645,0.619,0.539333
75.554,0.361,-0.641,0.622,0.541333
75.558,0.346,-0.642,0.624,0.537333
75.561,0.343,-0.632,0.614,0.529667
75.563,0.338,-0.625,0.615,0.526
75.565,0.344,-0.623,0.622,0.529667
75.568,0.334,-0.618,0.617,0.523
75.570,0.327,-0.621,0.625,0.524333
75.572,0.344,-0.624,0.613,0.527
75.575,0.340,-0.629,0.616,0.528333
75.578,0.337,-0.624,0.620,0.527
75.581,0.343,-0.622,0.602,0.522333
75.583,0.339,-0.628,0.613,0.526667
75.586,0.348,-0.634,0.613,0.531667
75.587,0.350,-0.632,0.596,0.526
75.590,0.349,-0.636,0.607,0.530667
75.593,0.360,-0.637,0.603,0.533333
75.596,0.347,-0.639,0.597,0.527667
75.598,0.347,-0.647,0.618,0.537333
75.601,0.359,-0.648,0.602,0.536333
75.603,0.348,-0.666,0.622,0.545333
75.605,0.347,-0.669,0.622,0.546
75.608,0.356,-0.671,0.608,0.545
75.610,0.340,-0.675,0.622,0.545667
75.613,0.350,-0.683,0.615,0.549333
75.614,0.345,-0.679,0.612,0.545333
75.618,0.347,-0.686,0.623,0.552
75.620,0.346,-0.684,0.615,0.548333
75.621,0.345,-0.675,0.615,0.545
75.624,0.353,-0.677,0.609,0.546333
75.627,0.343,-0.661,0.613,0.539
75.629,0.343,-0.671,0.614,0.542667
75.632,0.343,-0.672,0.614,0.543
75.634,0.342,-0.680,0.626,0.549333
75.636,0.331,-0.678,0.624,0.544333
75.639,0.347,-0.699,0.621,0.555667
75.656,0.347,-0.704,0.623,0.558
75.657,0.357,-0.760,0.622,0.579667
75.657,0.335,-0.671,0.624,0.543333
75.657,0.335,-0.681,0.653,0.556333
75.658,0.338,-0.659,0.607,0.534667
75.658,0.340,-0.676,0.641,0.552333
75.658,0.325,-0.676,0.632,0.544333
75.659,0.354,-0.708,0.634,0.565333
75.661,0.339,-0.701,0.630,0.556667
75.663,0.372,-0.726,0.629,0.575667
75.665,0.344,-0.693,0.609,0.548667
75.668,0.339,-0.700,0.648,0.562333
75.670,0.349,-0.670,0.616,0.545
75.673,0.345,-0.663,0.608,0.538667
75.675,0.347,-0.677,0.615,0.546333
75.678,0.352,-0.668,0.602,0.540667
75.680,0.342,-0.679,0.609,0.543333
75.684,0.365,-0.695,0.588,0.549333
75.685,0.357,-0.697,0.603,0.552333
75.688,0.351,-0.707,0.612,0.556667
75.691,0.364,-0.711,0.594,0.556333
75.692,0.352,-0.688,0.610,0.55
75.694,0.360,-0.684,0.597,0.547
75.699,0.351,-0.664,0.601,0.538667
75.701,0.351,-0.663,0.610,0.541333
75.704,0.366,-0.664,0.600,0.543333
75.705,0.368,-0.673,0.606,0.549
75.707,0.371,-0.692,0.604,0.555667
75.709,0.383,-0.718,0.602,0.567667
75.712,0.390,-0.737,0.616,0.581
75.716,0.387,-0.730,0.605,0.574
75.717,0.384,-0.716,0.611,0.570333
75.721,0.382,-0.704,0.612,0.566
75.722,0.376,-0.676,0.602,0.551333
75.724,0.372,-0.661,0.610,0.547667
75.727,0.379,-0.660,0.607,0.548667
75.731,0.364,-0.660,0.607,0.543667
75.732,0.377,-0.673,0.612,0.554
75.734,0.379,-0.677,0.597,0.551
75.738,0.379,-0.692,0.618,0.563
75.740,0.370,-0.665,0.599,0.544667
75.742,0.372,-0.657,0.615,0.548
75.745,0.361,-0.639,0.594,0.531333
75.748,0.361,-0.646,0.606,0.537667
75.750,0.358,-0.638,0.600,0.532
75.752,0.360,-0.664,0.615,0.546333
75.755,0.372,-0.677,0.607,0.552
75.758,0.368,-0.665,0.605,0.546
75.759,0.359,-0.667,0.619,0.548333
75.762,0.366,-0.670,0.604,0.546667
75.765,0.366,-0.666,0.601,0.544333
75.766,0.346,-0.673,0.605,0.541333
75.770,0.357,-0.679,0.604,0.546667
75.772,0.358,-0.684,0.599,0.547
75.774,0.349,-0.677,0.606,0.544
75.777,0.349,-0.689,0.597,0.545
75.779,0.346,-0.690,0.604,0.546667
75.782,0.348,-0.705,0.607,0.553333
75.784,0.348,-0.718,0.607,0.557667
75.786,0.344,-0.720,0.614,0.559333
75.789,0.339,-0.710,0.610,0.553
75.792,0.337,-0.708,0.615,0.553333
75.794,0.339,-0.716,0.620,0.558333
75.797,0.342,-0.725,0.625,0.564
75.799,0.338,-0.717,0.626,0.560333
75.801,0.343,-0.722,0.626,0.563667
75.804,0.347,-0.717,0.615,0.559667
75.807,0.338,-0.713,0.624,0.558333
75.808,0.340,-0.711,0.627,0.559333
75.811,0.347,-0.728,0.623,0.566
75.815,0.331,-0.715,0.628,0.558
75.817,0.333,-0.723,0.631,0.562333
75.819,0.324,-0.726,0.637,0.562333
75.821,0.324,-0.708,0.635,0.555667
75.825,0.327,-0.708,0.628,0.554333
75.825,0.320,-0.709,0.631,0.553333
75.829,0.321,-0.715,0.627,0.554333
75.831,0.317,-0.711,0.624,0.550667
75.833,0.311,-0.701,0.625,0.545667
75.836,0.314,-0.700,0.630,0.548
75.838,0.306,-0.683,0.629,0.539333
75.840,0.308,-0.682,0.631,0.540333
75.843,0.301,-0.667,0.629,0.532333
75.845,0.299,-0.666,0.632,0.532333
75.848,0.296,-0.644,0.622,0.520667
75.850,0.294,-0.635,0.632,0.520333
75.853,0.290,-0.614,0.622,0.508667
75.855,0.295,-0.621,0.620,0.512
75.858,0.282,-0.607,0.630,0.506333
75.860,0.286,-0.626,0.627,0.513
75.862,0.279,-0.624,0.623,0.508667
75.865,0.287,-0.641,0.634,0.520667
75.868,0.277,-0.636,0.632,0.515
75.870,0.278,-0.651,0.644,0.524333
75.872,0.277,-0.632,0.629,0.512667
75.875,0.274,-0.640,0.647,0.520333
75.878,0.278,-0.643,0.638,0.519667
75.879,0.275,-0.631,0.633,0.513
75.882,0.270,-0.634,0.644,0.516
75.885,0.276,-0.629,0.628,0.511
75.899,0.277,-0.647,0.637,0.520333
75.900,0.277,-0.647,0.632,0.518667
75.900,0.286,-0.642,0.632,0.52
75.900,0.281,-0.639,0.630,0.516667
75.900,0.285,-0.645,0.626,0.518667
75.901,0.284,-0.647,0.627,0.519333
75.901,0.278,-0.661,0.636,0.525
75.904,0.281,-0.669,0.630,0.526667
75.906,0.275,-0.677,0.640,0.530667
75.909,0.274,-0.684,0.637,0.531667
75.911,0.272,-0.689,0.640,0.533667
75.914,0.267,-0.682,0.646,0.531667
75.916,0.270,-0.685,0.634,0.529667
75.919,0.271,-0.692,0.634,0.532333
75.922,0.272,-0.700,0.642,0.538
75.923,0.265,-0.696,0.633,0.531333
75.927,0.263,-0.704,0.651,0.539333
75.929,0.268,-0.711,0.640,0.539667
75.930,0.264,-0.709,0.646,0.539667
75.934,0.271,-0.715,0.650,0.545333
75.937,0.271,-0.707,0.648,0.542
75.938,0.263,-0.702,0.657,0.540667
75.941,0.277,-0.709,0.652,0.546
75.943,0.271,-0.697,0.650,0.539333
75.946,0.269,-0.693,0.651,0.537667
75.948,0.278,-0.695,0.645,0.539333
75.950,0.280,-0.700,0.652,0.544
75.953,0.279,-0.703,0.656,0.546
75.955,0.281,-0.704,0.653,0.546
75.958,0.273,-0.686,0.656,0.538333
75.960,0.273,-0.680,0.662,0.538333
75.962,0.283,-0.673,0.652,0.536
75.966,0.280,-0.661,0.654,0.531667
75.968,0.273,-0.652,0.654,0.526333
75.970,0.282,-0.656,0.642,0.526667
75.974,0.285,-0.663,0.644,0.530667
75.976,0.284,-0.662,0.647,0.531
75.979,0.288,-0.661,0.635,0.528
75.980,0.287,-0.652,0.631,0.523333
75.982,0.288,-0.650,0.633,0.523667
75.986,0.280,-0.631,0.632,0.514333
75.988,0.282,-0.623,0.632,0.512333
75.990,0.289,-0.625,0.624,0.512667
75.992,0.275,-0.629,0.640,0.514667
75.995,0.281,-0.630,0.628,0.513
75.998,0.283,-0.633,0.625,0.513667
76.000,0.284,-0.649,0.636,0.523
76.002,0.282,-0.644,0.633,0.519667
76.005,0.287,-0.655,0.638,0.526667
76.007,0.281,-0.651,0.630,0.520667
76.010,0.284,-0.667,0.644,0.531667
76.012,0.283,-0.676,0.644,0.534333
76.015,0.276,-0.678,0.650,0.534667
76.017,0.280,-0.688,0.653,0.540333
76.020,0.285,-0.692,0.648,0.541667
76.022,0.283,-0.695,0.654,0.544
76.025,0.284,-0.687,0.641,0.537333
76.027,0.289,-0.688,0.645,0.540667
76.031,0.287,-0.687,0.645,0.539667
76.032,0.289,-0.688,0.640,0.539
76.034,0.285,-0.683,0.639,0.535667
76.037,0.288,-0.685,0.636,0.536333
76.039,0.289,-0.691,0.636,0.538667
76.042,0.288,-0.690,0.641,0.539667
76.044,0.285,-0.689,0.642,0.538667
76.047,0.285,-0.689,0.638,0.537333
76.049,0.282,-0.690,0.637,0.536333
76.052,0.280,-0.690,0.640,0.536667
76.056,0.278,-0.697,0.638,0.537667
76.057,0.277,-0.696,0.639,0.537333
76.059,0.272,-0.693,0.632,0.532333
76.062,0.271,-0.695,0.627,0.531
76.064,0.273,-0.700,0.622,0.531667
76.066,0.271,-0.695,0.622,0.529333
76.068,0.271,-0.692,0.621,0.528
76.071,0.275,-0.694,0.621,0.53
76.074,0.273,-0.692,0.614,0.526333
76.076,0.274,-0.697,0.610,0.527
76.078,0.271,-0.688,0.612,0.523667
76.080,0.272,-0.687,0.613,0.524
76.083,0.274,-0.694,0.613,0.527
76.086,0.276,-0.697,0.616,0.529667
76.088,0.273,-0.697,0.610,0.526667
76.090,0.275,-0.695,0.621,0.530333
76.093,0.274,-0.687,0.616,0.525667
76.096,0.268,-0.691,0.626,0.528333
76.099,0.284,-0.707,0.621,0.537333
76.101,0.291,-0.730,0.618,0.546333
76.103,0.280,-0.723,0.628,0.543667
76.108,0.287,-0.722,0.626,0.545
76.109,0.283,-0.715,0.628,0.542
76.112,0.284,-0.719,0.642,0.548333
76.114,0.287,-0.713,0.637,0.545667
76.117,0.284,-0.717,0.643,0.548
76.119,0.296,-0.725,0.653,0.558
76.121,0.293,-0.721,0.642,0.552
76.124,0.281,-0.724,0.665,0.556667
76.127,0.291,-0.723,0.658,0.557333
76.128,0.292,-0.730,0.659,0.560333
76.132,0.288,-0.729,0.666,0.561
76.156,0.298,-0.728,0.661,0.562333
76.156,0.299,-0.733,0.668,0.566667
76.156,0.304,-0.733,0.660,0.565667
76.156,0.303,-0.730,0.663,0.565333
76.157,0.297,-0.724,0.655,0.558667
76.157,0.291,-0.722,0.661,0.558
76.157,0.299,-0.727,0.660,0.562
76.157,0.300,-0.725,0.642,0.555667
76.158,0.305,-0.728,0.643,0.558667
76.158,0.310,-0.731,0.647,0.562667
76.158,0.307,-0.731,0.642,0.56
76.160,0.313,-0.731,0.640,0.561333
76.162,0.314,-0.730,0.636,0.56
76.165,0.309,-0.731,0.639,0.559667
76.167,0.313,-0.727,0.640,0.56
76.169,0.318,-0.728,0.638,0.561333
76.173,0.321,-0.726,0.631,0.559333
76.174,0.321,-0.732,0.632,0.561667
76.177,0.313,-0.732,0.635,0.56
76.179,0.319,-0.732,0.622,0.557667
76.182,0.320,-0.736,0.622,0.559333
76.184,0.316,-0.734,0.621,0.557
76.186,0.317,-0.729,0.618,0.554667
76.189,0.321,-0.730,0.617,0.556
76.192,0.318,-0.725,0.612,0.551667
76.194,0.321,-0.722,0.613,0.552
76.197,0.317,-0.725,0.620,0.554
76.200,0.316,-0.721,0.610,0.549
76.201,0.318,-0.725,0.619,0.554
76.207,0.324,-0.724,0.614,0.554
76.207,0.317,-0.726,0.612,0.551667
76.210,0.319,-0.731,0.625,0.558333
76.211,0.321,-0.726,0.626,0.557667
76.214,0.313,-0.724,0.632,0.556333
76.218,0.309,-0.726,0.636,0.557
76.218,0.307,-0.724,0.641,0.557333
76.222,0.299,-0.729,0.644,0.557333
76.223,0.302,-0.726,0.645,0.557667
76.228,0.295,-0.726,0.650,0.557
76.229,0.301,-0.729,0.650,0.56
76.233,0.305,-0.731,0.646,0.560667
76.234,0.311,-0.734,0.643,0.562667
76.236,0.313,-0.737,0.645,0.565
76.238,0.321,-0.736,0.643,0.566667
76.241,0.314,-0.738,0.639,0.563667
76.243,0.311,-0.733,0.637,0.560333
76.247,0.313,-0.737,0.642,0.564
76.248,0.311,-0.732,0.637,0.56
76.251,0.307,-0.730,0.639,0.558667
76.254,0.301,-0.724,0.635,0.553333
76.255,0.305,-0.722,0.628,0.551667
76.258,0.297,-0.721,0.635,0.551
76.261,0.298,-0.716,0.630,0.548
76.263,0.300,-0.711,0.622,0.544333
76.266,0.289,-0.707,0.615,0.537
76.268,0.293,-0.707,0.622,0.540667
76.270,0.293,-0.701,0.620,0.538
76.273,0.298,-0.704,0.628,0.543333
76.275,0.288,-0.703,0.621,0.537333
76.279,0.285,-0.697,0.619,0.533667
76.280,0.296,-0.707,0.621,0.541333
76.283,0.288,-0.702,0.617,0.535667
76.285,0.284,-0.701,0.630,0.538333
76.288,0.294,-0.705,0.623,0.540667
76.290,0.292,-0.704,0.627,0.541
76.292,0.286,-0.703,0.633,0.540667
76.295,0.296,-0.709,0.631,0.545333
76.297,0.297,-0.698,0.629,0.541333
76.300,0.292,-0.704,0.632,0.542667
76.302,0.302,-0.699,0.626,0.542333
76.305,0.297,-0.695,0.626,0.539333
76.308,0.294,-0.696,0.633,0.541
76.310,0.309,-0.701,0.627,0.545667
76.312,0.303,-0.700,0.640,0.547667
76.315,0.309,-0.705,0.618,0.544
76.318,0.298,-0.685,0.632,0.538333
76.322,0.308,-0.708,0.636,0.550667
76.322,0.298,-0.678,0.627,0.534333
76.326,0.314,-0.710,0.645,0.556333
76.328,0.297,-0.678,0.623,0.532667
76.330,0.307,-0.697,0.642,0.548667
76.333,0.301,-0.684,0.628,0.537667
76.335,0.301,-0.697,0.638,0.545333
76.339,0.303,-0.687,0.629,0.539667
76.341,0.298,-0.688,0.644,0.543333
76.342,0.304,-0.685,0.635,0.541333
76.346,0.298,-0.674,0.632,0.534667
76.347,0.307,-0.685,0.643,0.545
76.350,0.303,-0.673,0.624,0.533333
76.352,0.297,-0.678,0.642,0.539
76.355,0.310,-0.690,0.628,0.542667
76.357,0.317,-0.692,0.626,0.545
76.359,0.296,-0.678,0.628,0.534
76.362,0.299,-0.675,0.637,0.537
76.364,0.305,-0.662,0.616,0.527667
76.367,0.296,-0.666,0.634,0.532
76.369,0.294,-0.661,0.628,0.527667
76.371,0.297,-0.674,0.632,0.534333
76.374,0.294,-0.684,0.639,0.539
76.378,0.299,-0.686,0.627,0.537333
76.399,0.299,-0.692,0.638,0.543
76.399,0.298,-0.693,0.632,0.541
76.400,0.302,-0.714,0.641,0.552333
76.400,0.302,-0.718,0.635,0.551667
76.400,0.310,-0.726,0.623,0.553
76.400,0.303,-0.737,0.639,0.559667
76.401,0.303,-0.737,0.632,0.557333
76.401,0.305,-0.744,0.641,0.563333
76.401,0.317,-0.754,0.632,0.567667
76.401,0.305,-0.745,0.630,0.56
76.403,0.309,-0.766,0.645,0.573333
76.407,0.315,-0.748,0.621,0.561333
76.409,0.319,-0.762,0.642,0.574333
76.412,0.315,-0.762,0.624,0.567
76.413,0.317,-0.770,0.634,0.573667
76.415,0.320,-0.773,0.639,0.577333
76.419,0.336,-0.791,0.612,0.579667
76.421,0.329,-0.786,0.625,0.58
76.422,0.331,-0.786,0.629,0.582
76.427,0.335,-0.791,0.616,0.580667
76.428,0.339,-0.805,0.618,0.587333
76.430,0.343,-0.807,0.611,0.587
76.433,0.344,-0.821,0.618,0.594333
76.435,0.343,-0.827,0.604,0.591333
76.438,0.340,-0.813,0.617,0.59
76.439,0.349,-0.809,0.610,0.589333
76.442,0.342,-0.796,0.616,0.584667
76.445,0.342,-0.787,0.613,0.580667
76.448,0.347,-0.782,0.613,0.580667
76.450,0.350,-0.784,0.618,0.584
76.452,0.347,-0.772,0.611,0.576667
76.455,0.351,-0.776,0.611,0.579333
76.458,0.351,-0.776,0.610,0.579
76.459,0.335,-0.745,0.612,0.564
76.462,0.327,-0.720,0.631,0.559333
76.464,0.324,-0.693,0.588,0.535
76.467,0.344,-0.773,0.642,0.586333
76.469,0.322,-0.712,0.596,0.543333
76.473,0.319,-0.739,0.640,0.566
76.474,0.324,-0.705,0.610,0.546333
76.477,0.344,-0.765,0.637,0.582
76.481,0.323,-0.734,0.615,0.557333
76.482,0.334,-0.730,0.624,0.562667
76.484,0.309,-0.686,0.632,0.542333
76.488,0.335,-0.741,0.620,0.565333
76.489,0.341,-0.729,0.626,0.565333
