time,x,y,z,abs avg
25.755,0.182,-0.066,1.016,0.421333
25.756,0.138,-0.054,0.995,0.395667
25.756,0.127,-0.027,1.017,0.390333
25.756,0.223,-0.027,0.873,0.374333
25.756,0.159,-0.043,0.900,0.367333
25.756,0.123,-0.091,1.194,0.469333
25.757,0.246,0.068,1.026,0.446667
25.770,0.179,0.150,0.953,0.427333
25.770,0.053,0.003,1.078,0.378
25.770,0.031,-0.096,0.992,0.373
25.770,0.028,-0.133,0.980,0.380333
25.771,-0.022,-0.071,1.104,0.399
25.771,0.003,0.037,1.132,0.390667
25.771,0.018,0.075,0.933,0.342
25.772,0.050,-0.217,0.911,0.392667
25.772,-0.068,-0.068,1.007,0.381
25.772,-0.006,-0.006,0.977,0.329667
25.772,0.178,-0.062,0.938,0.392667
25.773,0.227,0.029,0.862,0.372667
25.775,0.120,0.046,0.979,0.381667
25.776,0.140,-0.034,0.978,0.384
25.779,0.090,-0.114,0.966,0.39
25.781,0.126,-0.162,1.054,0.447333
25.784,0.199,-0.084,1.054,0.445667
25.786,0.233,0.032,1.060,0.441667
25.789,0.276,-0.097,1.015,0.462667
25.792,0.272,-0.068,1.120,0.486667
25.794,0.277,-0.020,1.067,0.454667
25.796,0.249,0.083,1.091,0.474333
25.799,0.222,0.002,1.176,0.466667
25.801,0.224,-0.107,1.118,0.483
25.805,0.177,-0.168,1.034,0.459667
25.806,0.113,-0.201,1.033,0.449
25.810,0.151,-0.117,0.973,0.413667
25.812,0.197,-0.067,0.894,0.386
25.813,0.158,-0.242,1.063,0.487667
25.817,0.167,-0.034,1.076,0.425667
25.819,0.242,0.018,0.890,0.383333
25.822,0.030,-0.064,1.072,0.388667
25.823,0.087,-0.125,0.984,0.398667
25.826,0.123,-0.122,0.920,0.388333
25.828,-0.024,-0.080,1.252,0.452
25.831,0.153,-0.151,0.930,0.411333
25.833,0.117,-0.213,0.926,0.418667
25.867,0.074,-0.280,1.006,0.453333
25.867,0.134,-0.269,1.000,0.467667
25.867,0.189,-0.252,1.016,0.485667
25.867,0.167,-0.263,1.086,0.505333
25.868,0.163,-0.278,1.080,0.507
25.868,0.113,-0.249,1.091,0.484333
25.868,0.130,-0.357,1.012,0.499667
25.868,0.009,-0.373,1.142,0.508
25.868,0.139,-0.379,1.099,0.539
25.869,0.250,-0.264,0.897,0.470333
25.869,0.060,-0.191,1.064,0.438333
25.869,0.081,-0.413,1.059,0.517667
25.869,0.077,-0.218,0.999,0.431333
25.869,0.044,-0.304,1.036,0.461333
25.870,0.101,-0.219,1.070,0.463333
25.874,0.177,-0.199,0.961,0.445667
25.875,0.145,-0.339,1.001,0.495
25.878,0.244,-0.357,0.832,0.477667
25.881,0.038,-0.304,1.094,0.478667
25.882,0.042,-0.355,1.265,0.554
25.884,0.156,-0.242,1.020,0.472667
25.888,0.125,-0.360,1.189,0.558
25.889,0.061,-0.268,1.121,0.483333
25.892,0.117,-0.298,1.029,0.481333
25.894,-0.011,-0.417,1.044,0.490667
25.897,-0.011,-0.343,1.043,0.465667
25.899,0.093,-0.252,0.967,0.437333
25.906,0.080,-0.218,0.960,0.419333
25.907,0.026,-0.204,0.901,0.377
25.908,-0.042,-0.246,0.958,0.415333
25.910,-0.191,-0.169,1.169,0.509667
25.912,-0.087,-0.157,1.058,0.434
25.914,-0.027,-0.200,1.016,0.414333
25.917,-0.012,-0.229,1.029,0.423333
25.949,0.098,-0.284,0.816,0.399333
25.949,0.091,-0.325,0.862,0.426
25.949,0.006,-0.381,1.004,0.463667
25.949,0.121,-0.318,0.980,0.473
25.949,0.194,-0.241,1.018,0.484333
25.949,0.187,-0.276,1.138,0.533667
25.950,0.191,-0.317,1.031,0.513
25.950,0.128,-0.360,1.091,0.526333
25.950,0.109,-0.303,1.185,0.532333
25.950,0.038,-0.256,1.116,0.47
25.950,0.030,-0.255,1.203,0.496
25.950,0.232,-0.171,0.996,0.466333
25.950,0.336,-0.182,0.876,0.464667
25.951,0.202,-0.158,0.899,0.419667
25.954,0.274,-0.144,0.754,0.390667
25.956,0.425,-0.119,0.684,0.409333
25.958,0.465,-0.187,0.773,0.475
25.961,0.393,-0.178,0.735,0.435333
25.963,0.293,-0.146,0.873,0.437333
25.965,0.289,-0.228,0.928,0.481667
25.968,0.315,-0.310,0.798,0.474333
25.971,0.107,-0.329,1.026,0.487333
25.972,0.064,-0.265,1.080,0.469667
25.975,0.078,-0.247,1.019,0.448
25.978,0.003,-0.325,1.133,0.487
25.980,-0.064,-0.264,1.121,0.483
25.983,-0.068,-0.231,1.066,0.455
25.986,-0.037,-0.228,0.988,0.417667
25.988,0.100,-0.225,0.827,0.384
26.001,0.052,-0.304,0.851,0.402333
26.001,-0.068,-0.263,1.002,0.444333
26.001,0.080,-0.282,0.836,0.399333
26.001,0.117,-0.348,0.788,0.417667
26.002,0.088,-0.329,0.916,0.444333
26.007,0.056,-0.267,0.985,0.436
26.008,0.073,-0.211,1.045,0.443
26.008,0.167,-0.178,0.962,0.435667
26.010,0.161,-0.234,1.017,0.470667
26.012,0.134,-0.225,1.022,0.460333
26.015,0.215,-0.286,0.945,0.482
26.017,0.209,-0.221,0.937,0.455667
26.022,0.218,-0.164,0.980,0.454
26.022,0.125,-0.191,1.104,0.473333
26.024,0.115,-0.222,1.113,0.483333
26.027,0.182,-0.243,0.939,0.454667
26.029,0.118,-0.236,0.958,0.437333
26.032,0.164,-0.263,0.902,0.443
26.034,0.230,-0.268,0.898,0.465333
26.070,0.138,-0.187,0.948,0.424333
26.070,0.109,-0.143,0.953,0.401667
26.070,0.193,-0.190,0.744,0.375667
26.070,0.012,-0.242,0.912,0.388667
26.071,0.077,-0.171,0.921,0.389667
26.071,0.296,-0.021,0.710,0.342333
26.071,0.019,-0.085,1.060,0.388
26.071,-0.005,-0.126,1.054,0.395
26.071,0.114,-0.146,0.821,0.360333
26.071,0.042,-0.132,1.020,0.398
26.072,0.149,-0.095,0.941,0.395
26.072,0.169,-0.047,0.932,0.382667
26.072,0.182,-0.091,0.991,0.421333
26.072,0.240,-0.082,0.811,0.377667
26.072,0.177,-0.118,0.900,0.398333
26.074,0.268,-0.253,0.795,0.438667
26.076,0.323,-0.197,0.732,0.417333
26.078,0.346,-0.133,0.807,0.428667
26.082,0.325,-0.075,0.842,0.414
26.083,0.259,-0.070,0.917,0.415333
26.086,0.207,-0.166,0.993,0.455333
26.089,0.224,-0.147,0.970,0.447
26.090,0.188,-0.124,0.996,0.436
26.094,0.149,-0.167,1.117,0.477667
26.096,0.204,-0.101,1.062,0.455667
26.099,0.194,-0.076,1.098,0.456
26.101,0.162,-0.074,1.110,0.448667
26.104,0.205,-0.122,0.870,0.399
26.106,0.167,-0.357,0.882,0.468667
26.109,0.238,-0.200,0.819,0.419
26.111,0.272,-0.031,0.765,0.356
26.114,0.116,-0.037,0.998,0.383667
26.116,0.122,-0.063,0.982,0.389
26.161,0.140,-0.105,0.830,0.358333
26.162,0.011,-0.132,1.001,0.381333
26.162,-0.034,-0.112,1.082,0.409333
26.162,0.018,-0.187,1.159,0.454667
26.162,0.004,-0.087,1.235,0.442
26.163,0.042,-0.078,1.117,0.412333
26.163,0.014,-0.162,1.042,0.406
26.163,0.104,-0.314,0.857,0.425
26.163,0.167,-0.400,0.810,0.459
26.163,0.233,-0.176,0.838,0.415667
26.164,0.219,-0.172,0.946,0.445667
26.164,0.169,-0.062,0.896,0.375667
26.164,0.152,-0.200,0.872,0.408
26.164,0.076,-0.204,0.929,0.403
26.164,0.132,-0.161,0.834,0.375667
26.165,0.061,-0.179,1.043,0.427667
26.165,-0.001,-0.103,1.165,0.423
26.165,0.089,-0.018,1.059,0.388667
26.165,0.072,-0.003,1.071,0.382
26.165,0.000,-0.167,1.045,0.404
26.167,0.132,-0.213,0.858,0.401
26.171,0.262,-0.165,0.792,0.406333
26.172,0.228,-0.014,0.954,0.398667
26.175,0.286,0.026,0.789,0.367
26.176,0.268,-0.110,0.713,0.363667
26.180,0.175,-0.201,0.828,0.401333
26.182,0.244,-0.164,0.672,0.36
26.185,0.123,-0.137,0.835,0.365
26.187,0.004,-0.159,1.098,0.420333
26.189,0.036,-0.080,1.109,0.408333
26.192,-0.034,0.010,1.191,0.411667
26.194,-0.004,-0.035,1.191,0.41
26.197,0.054,-0.104,1.015,0.391
26.199,0.063,-0.161,0.948,0.390667
26.202,0.096,-0.071,0.944,0.370333
26.204,0.134,-0.011,0.917,0.354
26.207,0.124,-0.066,0.922,0.370667
26.210,0.106,-0.126,0.925,0.385667
26.211,0.091,-0.123,0.893,0.369
26.215,0.068,-0.129,0.877,0.358
26.217,0.098,-0.145,0.873,0.372
26.222,0.053,0.009,1.031,0.364333
26.222,0.083,0.086,1.137,0.435333
26.225,0.063,0.147,1.108,0.439333
26.226,0.090,-0.066,1.000,0.385333
26.229,0.077,-0.208,0.959,0.414667
26.231,0.115,-0.131,0.904,0.383333
26.234,0.160,-0.097,0.907,0.388
26.250,0.180,-0.109,0.933,0.407333
26.254,0.228,-0.198,0.931,0.452333
26.254,0.091,-0.124,1.038,0.417667
26.254,0.065,-0.120,1.050,0.411667
26.255,0.130,-0.173,0.993,0.432
26.255,0.052,-0.190,1.235,0.492333
26.255,-0.028,-0.005,1.345,0.459333
26.256,0.007,0.015,1.228,0.416667
26.256,-0.009,-0.118,1.197,0.441333
26.283,0.079,-0.307,0.937,0.441
26.283,0.059,-0.410,0.842,0.437
26.283,0.093,-0.302,0.805,0.4
26.283,0.236,-0.231,0.677,0.381333
26.283,0.259,-0.224,0.758,0.413667
26.283,0.186,-0.165,0.884,0.411667
26.283,0.152,-0.050,0.876,0.359333
26.284,0.144,-0.164,0.887,0.398333
26.284,0.140,-0.193,0.897,0.41
26.284,0.152,-0.269,0.897,0.439333
26.284,0.168,-0.236,0.918,0.440667
26.285,0.100,-0.166,1.014,0.426667
26.287,0.115,-0.258,0.953,0.442
26.291,0.076,-0.263,0.999,0.446
26.293,0.072,-0.250,1.022,0.448
26.296,0.058,-0.123,1.038,0.406333
26.298,0.103,-0.041,1.032,0.392
26.300,0.124,-0.100,1.082,0.435333
26.302,0.086,-0.145,1.103,0.444667
26.305,-0.038,-0.159,1.145,0.447333
26.308,0.002,-0.197,1.090,0.429667
26.309,0.051,-0.241,1.005,0.432333
26.312,0.100,-0.289,0.966,0.451667
26.315,0.173,-0.160,0.944,0.425667
26.319,0.104,-0.064,1.017,0.395
26.320,0.154,-0.156,0.940,0.416667
26.322,0.210,-0.212,0.846,0.422667
26.325,0.138,-0.174,0.969,0.427
26.327,0.194,-0.123,0.925,0.414
26.329,0.305,-0.142,0.767,0.404667
26.332,0.325,-0.224,0.806,0.451667
26.362,0.321,-0.224,0.882,0.475667
26.362,0.286,-0.177,0.835,0.432667
26.362,0.208,-0.181,0.908,0.432333
26.362,0.225,-0.191,0.910,0.442
26.363,0.287,-0.135,0.799,0.407
26.363,0.273,-0.036,0.885,0.398
26.363,0.200,-0.050,0.998,0.416
26.363,0.030,-0.092,1.173,0.431667
26.363,0.035,-0.146,1.111,0.430667
26.364,0.001,-0.152,1.100,0.417667
26.364,-0.063,-0.204,1.139,0.468667
26.364,0.013,-0.251,1.000,0.421333
26.364,0.118,-0.231,0.892,0.413667
26.367,0.183,-0.186,0.884,0.417667
26.369,0.178,-0.175,0.802,0.385
26.371,0.149,-0.214,0.807,0.39
26.374,0.174,-0.193,0.867,0.411333
26.377,0.216,-0.210,0.786,0.404
26.378,0.192,-0.202,0.897,0.430333
26.382,0.268,-0.193,0.929,0.463333
26.383,0.260,-0.182,0.991,0.477667
26.387,0.245,-0.219,1.079,0.514333
26.389,0.234,-0.218,1.101,0.517667
26.391,0.230,-0.172,1.063,0.488333
26.394,0.271,-0.222,1.032,0.508333
26.396,0.274,-0.263,0.967,0.501333
26.399,0.276,-0.160,0.963,0.466333
26.404,0.251,-0.131,1.002,0.461333
26.404,0.223,-0.185,1.008,0.472
26.408,0.120,-0.134,0.984,0.412667
26.409,0.069,-0.261,1.050,0.46
26.411,0.032,-0.145,0.999,0.392
26.413,0.048,-0.181,1.018,0.415667
26.416,0.057,-0.086,0.995,0.379333
26.461,0.192,-0.080,0.890,0.387333
26.461,0.105,-0.087,0.980,0.390667
26.461,0.089,-0.080,0.961,0.376667
26.462,0.163,-0.191,0.922,0.425333
26.462,0.184,-0.182,0.895,0.420333
26.462,0.221,-0.187,0.863,0.423667
26.462,0.268,-0.106,0.900,0.424667
26.462,0.411,-0.117,0.767,0.431667
26.462,0.456,-0.117,0.694,0.422333
26.463,0.320,-0.123,0.869,0.437333
26.463,0.260,-0.114,0.938,0.437333
26.463,0.307,-0.144,0.909,0.453333
26.463,0.285,-0.185,0.963,0.477667
26.463,0.195,-0.171,1.053,0.473
26.463,0.165,-0.093,1.037,0.431667
26.463,0.202,-0.114,1.020,0.445333
26.464,0.149,-0.168,1.052,0.456333
26.464,0.140,-0.209,1.048,0.465667
26.464,0.110,-0.255,0.995,0.453333
26.464,0.089,-0.248,1.034,0.457
26.468,0.133,-0.239,1.022,0.464667
26.471,0.204,-0.065,0.892,0.387
26.473,0.178,-0.111,0.875,0.388
26.475,0.115,-0.067,0.931,0.371
26.477,0.215,-0.089,0.800,0.368
26.480,0.267,-0.072,0.801,0.38
26.491,0.295,-0.062,0.816,0.391
26.491,0.258,-0.135,0.844,0.412333
26.491,0.275,-0.124,0.916,0.438333
26.492,0.195,0.028,0.992,0.405
26.492,0.271,-0.037,1.065,0.457667
26.498,0.188,-0.004,1.070,0.420667
26.499,0.153,-0.112,1.145,0.47
26.500,0.199,-0.146,1.065,0.47
26.502,0.196,-0.051,1.068,0.438333
26.505,0.268,-0.101,0.957,0.442
26.507,0.195,-0.024,0.969,0.396
26.509,0.162,-0.045,1.039,0.415333
26.511,0.246,-0.066,0.846,0.386
26.514,0.185,-0.090,0.894,0.389667
26.517,0.146,-0.177,1.005,0.442667
26.520,0.171,-0.120,0.888,0.393
26.521,0.161,-0.148,0.905,0.404667
26.524,0.203,-0.125,0.972,0.433333
26.526,0.212,0.055,0.892,0.386333
26.528,0.189,-0.046,0.959,0.398
26.531,0.172,-0.051,1.037,0.42
26.534,0.167,-0.209,1.020,0.465333
26.565,0.130,-0.277,1.116,0.507667
26.565,0.118,-0.135,1.061,0.438
26.565,0.223,-0.188,0.924,0.445
26.565,0.212,-0.125,0.916,0.417667
26.566,0.230,-0.121,0.904,0.418333
26.566,0.306,-0.207,0.856,0.456333
26.566,0.278,-0.192,0.809,0.426333
26.566,0.213,-0.202,0.843,0.419333
26.566,0.187,-0.240,0.876,0.434333
26.566,0.123,-0.075,0.922,0.373333
26.566,0.145,-0.170,0.899,0.404667
26.566,0.120,-0.154,0.985,0.419667
26.566,0.090,-0.206,1.058,0.451333
26.568,0.109,-0.299,1.004,0.470667
26.572,0.072,-0.206,1.015,0.431
26.573,0.102,-0.148,0.986,0.412
26.576,0.105,-0.045,0.971,0.373667
26.578,0.136,-0.057,0.906,0.366333
26.581,0.060,-0.126,1.076,0.420667
26.582,0.202,-0.147,0.937,0.428667
26.585,0.256,-0.254,0.880,0.463333
26.588,0.182,-0.283,0.916,0.460333
26.590,0.242,-0.213,0.885,0.446667
26.593,0.328,-0.081,0.782,0.397
26.595,0.334,0.032,0.805,0.390333
26.598,0.293,-0.032,0.899,0.408
26.604,0.299,-0.085,0.975,0.453
26.604,0.239,-0.125,0.990,0.451333
26.605,0.160,-0.162,1.108,0.476667
26.608,0.170,-0.256,1.085,0.503667
26.610,0.214,-0.226,1.057,0.499
26.613,0.118,-0.066,1.099,0.427667
26.615,0.134,-0.143,1.158,0.478333
26.641,0.181,-0.054,1.045,0.426667
26.641,0.251,-0.222,0.903,0.458667
26.641,0.158,-0.183,0.950,0.430333
26.641,0.235,-0.199,0.814,0.416
26.641,0.277,-0.208,0.763,0.416
26.641,0.227,-0.105,0.773,0.368333
26.642,0.132,-0.130,0.999,0.420333
26.642,0.140,-0.047,1.036,0.407667
26.642,0.118,-0.098,0.973,0.396333
26.642,-0.006,-0.240,1.246,0.497333
26.642,-0.006,-0.190,1.175,0.457
26.644,-0.012,-0.024,1.175,0.403667
26.648,0.015,-0.002,1.165,0.394
26.650,0.043,-0.019,1.146,0.402667
26.652,0.162,-0.112,1.021,0.431667
26.654,0.155,-0.167,0.924,0.415333
26.657,0.209,-0.178,0.873,0.42
26.659,0.287,-0.219,0.719,0.408333
26.661,0.288,-0.211,0.772,0.423667
26.664,0.214,0.037,0.831,0.360667
26.666,0.297,0.062,0.774,0.377667
26.669,0.218,0.079,0.845,0.380667
26.671,0.162,-0.049,0.937,0.382667
26.674,0.097,-0.124,0.994,0.405
26.676,0.050,-0.036,1.104,0.396667
26.679,0.046,0.019,1.157,0.407333
26.681,0.038,0.064,1.159,0.420333
26.684,0.015,0.131,1.114,0.42
26.686,0.006,0.105,1.109,0.406667
26.688,0.109,0.044,0.966,0.373
26.691,0.151,-0.035,0.902,0.362667
26.693,0.094,-0.052,0.935,0.360333
26.696,0.160,-0.084,0.914,0.386
26.699,0.241,0.055,0.792,0.362667
26.701,0.166,0.194,0.802,0.387333
26.703,0.122,0.182,0.897,0.400333
26.706,0.074,0.226,0.954,0.418
26.708,0.103,0.043,0.932,0.359333
26.711,-0.011,0.050,1.078,0.379667
26.713,-0.047,0.023,1.217,0.429
26.716,0.002,0.101,1.132,0.411667
26.720,0.012,0.159,1.113,0.428
26.721,0.025,0.113,1.128,0.422
26.723,0.086,0.138,1.005,0.409667
26.726,0.143,0.004,0.902,0.349667
26.740,0.203,-0.083,0.914,0.4
26.740,0.263,-0.126,0.826,0.405
26.740,0.235,-0.088,0.844,0.389
26.740,0.303,-0.033,0.731,0.355667
26.741,0.184,0.057,0.837,0.359333
26.741,0.120,0.078,0.958,0.385333
26.760,0.169,0.069,0.826,0.354667
26.760,0.090,-0.004,0.907,0.333667
26.760,0.017,-0.053,1.048,0.372667
26.761,0.041,0.052,1.009,0.367333
26.761,0.016,0.123,1.059,0.399333
26.761,-0.051,0.123,1.123,0.432333
26.761,-0.097,0.155,1.131,0.461
26.761,-0.077,0.070,1.131,0.426
26.761,0.009,0.028,1.036,0.357667
26.765,0.120,-0.047,0.929,0.365333
26.768,0.243,-0.062,0.821,0.375333
26.770,0.325,-0.007,0.709,0.347
26.772,0.302,-0.030,0.722,0.351333
26.774,0.244,0.113,0.775,0.377333
26.776,0.188,0.137,0.833,0.386
26.779,0.121,0.093,1.011,0.408333
26.781,0.050,0.059,1.075,0.394667
26.784,-0.038,0.006,1.223,0.422333
26.786,-0.047,-0.014,1.367,0.476
26.789,0.032,0.029,1.272,0.444333
26.791,0.046,0.071,1.140,0.419
26.794,0.085,0.036,1.116,0.412333
26.796,0.090,0.067,1.097,0.418
26.799,0.193,-0.000,0.963,0.385333
26.801,0.247,-0.013,0.874,0.378
26.804,0.315,-0.058,0.794,0.389
26.807,0.370,-0.058,0.752,0.393333
26.809,0.413,-0.039,0.681,0.377667
26.811,0.354,-0.007,0.686,0.349
26.814,0.262,0.066,0.809,0.379
26.863,0.178,0.082,0.915,0.391667
26.863,0.168,0.081,0.896,0.381667
26.864,0.116,0.040,0.982,0.379333
26.864,0.026,0.042,1.123,0.397
26.864,-0.004,0.033,1.059,0.365333
26.864,-0.018,0.010,1.057,0.361667
26.864,-0.051,0.019,1.133,0.401
26.865,0.021,0.062,0.968,0.350333
26.865,0.005,0.098,0.982,0.361667
26.865,0.129,0.055,0.953,0.379
26.865,0.271,0.031,0.751,0.351
26.865,0.273,0.003,0.779,0.351667
26.866,0.299,-0.024,0.793,0.372
26.866,0.317,-0.037,0.773,0.375667
26.866,0.354,-0.036,0.804,0.398
26.866,0.373,0.058,0.808,0.413
26.866,0.276,0.062,0.991,0.443
26.867,0.303,0.052,1.028,0.461
26.867,0.390,-0.010,0.967,0.455667
26.867,0.247,-0.050,1.157,0.484667
26.867,0.203,-0.055,1.205,0.487667
26.872,0.256,-0.079,1.120,0.485
26.872,0.249,-0.114,1.156,0.506333
26.873,0.230,-0.051,1.106,0.462333
26.876,0.147,0.047,1.195,0.463
26.878,0.142,0.031,1.223,0.465333
26.880,0.300,-0.003,0.996,0.433
26.883,0.283,-0.110,0.945,0.446
26.886,0.232,-0.096,0.930,0.419333
26.888,0.331,-0.157,0.790,0.426
26.892,0.432,-0.134,0.687,0.417667
26.893,0.445,-0.070,0.661,0.392
26.895,0.319,0.056,0.777,0.384
26.897,0.250,0.140,0.929,0.439667
26.901,0.292,0.103,0.825,0.406667
26.903,0.184,0.055,0.985,0.408
26.905,0.066,0.049,1.139,0.418
26.908,0.087,0.074,1.103,0.421333
26.910,0.095,0.106,1.131,0.444
26.912,0.086,0.163,1.174,0.474333
26.915,0.098,0.338,1.091,0.509
26.920,0.087,0.347,1.135,0.523
26.920,0.178,0.320,0.993,0.497
26.924,0.292,0.268,0.774,0.444667
26.925,0.317,0.239,0.748,0.434667
26.926,0.364,0.278,0.676,0.439333
26.929,0.404,0.261,0.631,0.432
26.932,0.410,0.324,0.695,0.476333
26.960,0.242,0.467,0.803,0.504
26.960,0.142,0.475,0.964,0.527
26.960,0.158,0.424,0.966,0.516
26.960,0.098,0.334,1.036,0.489333
26.960,0.011,0.329,1.177,0.505667
26.960,-0.001,0.337,1.108,0.482
26.960,0.032,0.325,1.080,0.479
26.961,0.055,0.262,1.049,0.455333
26.961,0.020,0.272,1.033,0.441667
26.961,-0.013,0.271,1.005,0.429667
26.961,0.018,0.169,1.045,0.410667
26.961,0.142,0.167,0.905,0.404667
26.964,0.191,0.172,0.873,0.412
26.967,0.212,0.254,0.915,0.460333
26.969,0.210,0.256,0.866,0.444
26.971,0.171,0.309,0.953,0.477667
26.981,0.242,0.337,0.927,0.502
26.981,0.241,0.369,0.888,0.499333
26.981,0.225,0.368,0.924,0.505667
26.981,0.334,0.369,0.921,0.541333
26.984,0.265,0.419,0.969,0.551
26.986,0.185,0.388,1.010,0.527667
26.988,0.160,0.322,1.003,0.495
26.990,0.037,0.317,1.200,0.518
26.993,0.063,0.307,1.162,0.510667
26.995,0.088,0.320,0.999,0.469
26.998,0.041,0.346,1.126,0.504333
27.000,0.164,0.368,0.973,0.501667
27.003,0.177,0.398,0.905,0.493333
27.006,0.114,0.312,0.957,0.461
27.008,0.167,0.202,0.836,0.401667
27.011,0.099,0.140,0.865,0.368
27.013,0.107,0.127,0.946,0.393333
27.015,0.120,0.229,0.894,0.414333
27.019,0.088,0.298,0.981,0.455667
27.020,0.016,0.303,1.059,0.459333
27.022,-0.024,0.312,1.117,0.484333
27.025,0.014,0.193,1.084,0.430333
27.027,0.022,0.104,1.073,0.399667
27.030,0.005,0.066,1.100,0.390333
27.062,0.066,0.098,1.030,0.398
27.062,0.159,0.165,0.916,0.413333
27.062,0.256,0.220,0.790,0.422
27.062,0.211,0.271,0.822,0.434667
27.062,0.176,0.258,0.762,0.398667
27.063,0.086,0.233,0.826,0.381667
27.063,0.177,-0.015,0.696,0.296
27.063,0.042,-0.070,0.884,0.332
27.063,0.001,-0.034,0.944,0.326333
27.063,0.071,0.024,0.893,0.329333
27.063,-0.045,0.087,1.057,0.396333
27.064,-0.080,-0.085,1.148,0.437667
27.064,-0.080,-0.021,1.143,0.414667
27.064,-0.008,-0.184,1.076,0.422667
27.068,0.075,-0.203,1.007,0.428333
27.069,0.147,-0.327,0.925,0.466333
27.071,0.240,-0.294,0.832,0.455333
27.075,0.305,-0.242,0.753,0.433333
27.077,0.312,-0.250,0.732,0.431333
27.079,0.261,-0.280,0.736,0.425667
27.081,0.254,-0.395,0.731,0.46
27.084,0.128,-0.350,0.868,0.448667
27.086,0.195,-0.410,0.719,0.441333
27.089,0.105,-0.405,0.992,0.500667
27.091,0.050,-0.279,1.101,0.476667
27.094,0.181,-0.274,1.000,0.485
27.096,0.077,-0.123,1.012,0.404
27.102,0.006,-0.268,1.145,0.473
27.102,0.028,-0.371,1.078,0.492333
27.103,0.099,-0.527,1.023,0.549667
27.106,0.111,-0.529,1.014,0.551333
27.108,0.022,-0.478,1.085,0.528333
27.111,0.049,-0.430,1.076,0.518333
27.114,0.140,-0.377,0.932,0.483
27.145,0.191,-0.372,0.896,0.486333
27.145,0.155,-0.327,0.924,0.468667
27.146,0.222,-0.421,0.763,0.468667
27.146,0.233,-0.567,0.808,0.536
27.146,0.185,-0.638,0.957,0.593333
27.146,0.158,-0.541,0.984,0.561
27.146,0.114,-0.450,1.044,0.536
27.146,0.056,-0.380,1.198,0.544667
27.146,0.209,-0.300,1.068,0.525667
27.146,0.221,-0.187,1.075,0.494333
27.147,0.226,-0.186,1.069,0.493667
27.147,0.253,-0.263,1.025,0.513667
27.147,0.175,-0.268,1.168,0.537
27.149,0.280,-0.273,1.064,0.539
27.152,0.323,-0.210,0.970,0.501
27.154,0.270,-0.193,1.004,0.489
27.156,0.414,-0.166,0.832,0.470667
27.158,0.488,-0.145,0.739,0.457333
27.160,0.447,-0.130,0.809,0.462
27.163,0.333,-0.123,0.890,0.448667
27.166,0.235,-0.201,1.033,0.489667
27.169,0.160,-0.243,1.212,0.538333
27.170,0.151,-0.230,1.206,0.529
27.172,0.125,-0.245,1.212,0.527333
27.175,0.146,-0.244,1.199,0.529667
27.177,0.192,-0.257,1.129,0.526
27.180,0.220,-0.215,1.094,0.509667
27.183,0.210,-0.225,1.103,0.512667
27.184,0.071,-0.226,1.200,0.499
27.187,0.064,-0.211,1.221,0.498667
27.189,0.149,-0.163,1.150,0.487333
27.191,0.202,-0.146,1.109,0.485667
27.194,0.256,-0.135,1.032,0.474333
27.197,0.301,-0.160,1.016,0.492333
27.199,0.378,-0.126,0.921,0.475
27.201,0.360,-0.070,0.905,0.445
27.204,0.325,-0.068,0.927,0.44
27.207,0.270,-0.061,0.935,0.422
27.209,0.279,-0.022,1.024,0.441667
27.211,0.306,0.029,1.003,0.446
27.214,0.313,0.038,1.065,0.472
27.216,0.297,-0.078,1.130,0.501667
27.224,0.215,-0.119,1.103,0.479
27.224,0.156,-0.079,1.170,0.468333
27.224,0.127,-0.107,1.106,0.446667
27.226,0.069,-0.101,1.177,0.449
27.229,0.122,-0.005,1.106,0.411
27.253,0.216,0.049,1.091,0.452
27.253,0.166,0.089,1.021,0.425333
27.253,0.214,0.035,0.887,0.378667
27.253,0.260,0.051,0.851,0.387333
27.253,0.306,0.100,0.767,0.391
27.253,0.300,0.073,0.838,0.403667
27.253,0.313,0.113,0.794,0.406667
27.253,0.370,0.138,0.825,0.444333
27.254,0.265,0.238,0.857,0.453333
27.254,0.124,0.275,1.020,0.473
27.256,0.124,0.278,1.051,0.484333
27.258,0.202,0.218,0.954,0.458
27.261,0.100,0.152,1.215,0.489
27.264,0.010,0.178,1.284,0.490667
27.265,0.036,0.194,1.185,0.471667
27.268,0.057,0.195,1.112,0.454667
27.271,0.094,0.177,1.144,0.471667
27.274,0.148,0.224,0.998,0.456667
27.276,0.226,0.205,0.857,0.429333
27.278,0.238,0.117,0.900,0.418333
27.280,0.322,0.070,0.768,0.386667
27.283,0.267,0.048,0.797,0.370667
27.285,0.142,0.049,0.953,0.381333
27.288,0.021,0.013,1.171,0.401667
27.290,-0.026,0.060,1.317,0.467667
27.293,-0.014,0.098,1.329,0.480333
27.295,-0.062,0.127,1.355,0.514667
27.298,-0.072,0.117,1.405,0.531333
27.300,-0.089,0.086,1.407,0.527333
27.302,-0.110,0.078,1.491,0.559667
27.305,-0.097,0.050,1.479,0.542
27.307,-0.045,0.039,1.465,0.516333
27.310,0.104,0.072,1.309,0.495
27.312,0.264,0.098,1.137,0.499667
27.315,0.392,0.129,0.954,0.491667
27.317,0.444,0.133,0.844,0.473667
27.319,0.453,0.144,0.777,0.458
27.322,0.458,0.144,0.729,0.443667
27.325,0.415,0.090,0.813,0.439333
