time,x,y,z,0
21.183,-1.136,0.169,2.908,0.522
21.185,-0.877,0.751,2.759,0.99
21.187,-0.965,0.266,2.800,0.614
21.190,-1.025,0.545,3.014,0.553
21.192,-0.905,0.782,2.883,0.488
21.195,-0.981,0.411,2.872,0.458
21.197,-0.960,0.356,2.724,0.224
21.202,-0.390,0.639,1.852,1.725
21.202,-0.850,-0.594,1.705,1.84
21.205,-0.835,-1.034,2.018,0.768
21.208,-0.750,-0.768,1.247,1.122
21.211,-1.018,-0.918,1.459,0.63
21.213,-1.153,-0.132,1.606,1.068
21.232,-1.109,0.284,1.156,0.91
21.233,-1.475,0.884,1.757,1.567
21.233,-1.167,1.066,1.650,0.597
21.233,-1.289,1.968,1.432,1.242
21.234,-1.200,1.749,1.725,0.601
21.234,-0.636,1.603,1.311,1.124
21.234,-0.214,1.063,1.048,1.225
21.235,-0.326,0.918,1.373,0.582
21.235,0.372,0.922,1.000,1.075
21.238,0.146,0.658,0.931,0.559
21.240,0.642,0.363,0.923,0.799
21.242,0.827,0.573,0.424,0.894
21.245,0.849,0.626,0.521,0.172
21.247,0.870,0.362,0.433,0.373
21.249,1.234,-0.065,-0.133,1.357
21.252,1.232,-0.385,-0.079,0.376
21.254,1.141,-0.364,-0.242,0.275
21.257,1.022,-0.196,-0.371,0.416
21.260,1.135,-0.045,-0.696,0.589
21.262,1.110,0.158,-0.748,0.28
21.264,1.269,0.288,-0.876,0.417
21.267,1.180,0.397,-0.994,0.316
21.269,1.126,-0.031,-0.496,0.98
21.272,1.436,-0.412,-0.783,0.978
21.274,1.492,-0.727,-0.716,0.438
21.277,1.307,-0.666,-0.220,0.742
21.280,1.619,-0.434,-0.773,1.097
21.281,1.373,-0.169,-0.254,1.03
21.289,1.585,0.094,-0.508,0.729
21.289,1.552,0.286,-0.532,0.249
21.290,1.354,0.337,-0.259,0.522
21.291,1.569,0.233,-0.631,0.691
21.293,1.433,0.123,-0.527,0.35
21.296,1.270,0.045,-0.556,0.27
21.298,1.245,0.021,-0.645,0.138
21.333,1.214,0.010,-0.711,0.108
21.334,1.245,-0.046,-0.929,0.305
21.334,1.188,-0.071,-0.934,0.087
21.334,1.039,-0.072,-0.890,0.194
21.334,1.036,-0.054,-0.951,0.082
21.334,1.010,-0.156,-0.890,0.189
21.334,0.927,-0.121,-0.816,0.192
21.334,0.877,-0.053,-0.721,0.213
21.342,0.804,0.072,-0.602,0.317
21.342,0.852,0.133,-0.586,0.125
21.342,0.922,0.102,-0.617,0.132
21.342,0.853,0.006,-0.490,0.292
21.342,0.871,-0.009,-0.445,0.078
21.342,0.936,-0.065,-0.554,0.23
21.342,0.998,-0.171,-0.603,0.217
21.343,0.946,-0.201,-0.539,0.146
21.343,0.931,-0.173,-0.599,0.103
21.343,0.877,-0.058,-0.644,0.214
21.346,0.840,0.060,-0.724,0.235
21.347,0.794,0.147,-0.786,0.195
21.350,0.645,0.239,-0.738,0.289
21.352,0.622,0.227,-0.764,0.061
21.355,0.605,0.218,-0.798,0.06
21.357,0.520,0.169,-0.791,0.141
21.361,0.449,0.172,-0.751,0.114
21.363,0.424,0.204,-0.785,0.091
21.364,0.388,0.189,-0.747,0.089
21.367,0.371,0.219,-0.752,0.052
21.370,0.330,0.235,-0.708,0.101
21.373,0.341,0.251,-0.698,0.037
21.375,0.276,0.255,-0.674,0.093
21.377,0.201,0.269,-0.614,0.149
21.379,0.165,0.302,-0.618,0.073
21.384,0.079,0.334,-0.579,0.157
21.385,0.026,0.399,-0.548,0.149
21.387,0.044,0.472,-0.642,0.185
21.389,-0.049,0.478,-0.580,0.161
21.392,-0.033,0.395,-0.571,0.108
21.395,-0.040,0.346,-0.654,0.139
21.397,-0.133,0.258,-0.583,0.252
21.412,-0.177,0.206,-0.597,0.11
21.412,-0.205,0.203,-0.628,0.062
21.412,-0.281,0.289,-0.603,0.187
21.412,-0.275,0.253,-0.576,0.069
21.412,-0.246,0.353,-0.614,0.167
21.412,-0.240,0.288,-0.587,0.098
21.413,-0.282,0.175,-0.483,0.259
21.416,-0.192,0.179,-0.467,0.11
21.418,-0.323,0.243,-0.414,0.248
21.421,-0.122,0.044,-0.285,0.529
21.423,-0.160,0.123,-0.393,0.225
21.426,-0.124,0.065,-0.226,0.261
21.428,0.051,0.066,-0.347,0.297
21.431,0.065,-0.005,-0.339,0.093
21.433,-0.047,-0.030,-0.144,0.332
21.436,0.088,0.005,-0.342,0.368
21.438,0.011,0.006,-0.223,0.197
21.441,0.027,0.046,-0.208,0.071
21.443,0.020,0.128,-0.316,0.197
21.446,-0.089,0.214,-0.186,0.325
21.449,0.002,0.216,-0.281,0.188
21.450,-0.028,0.247,-0.285,0.065
21.453,-0.103,0.192,-0.157,0.258
21.456,-0.063,0.160,-0.221,0.136
21.458,-0.073,0.167,-0.176,0.062
21.461,-0.128,0.178,-0.105,0.137
21.463,-0.076,0.190,-0.117,0.076
21.466,-0.127,0.233,-0.054,0.157
21.468,-0.084,0.275,-0.039,0.1
21.470,-0.082,0.290,-0.084,0.062
21.473,-0.121,0.289,0.021,0.145
21.475,-0.128,0.319,-0.019,0.077
21.478,-0.098,0.300,-0.039,0.069
21.480,-0.138,0.312,-0.006,0.085
21.485,-0.110,0.299,-0.043,0.078
21.486,-0.137,0.253,-0.003,0.113
21.488,-0.111,0.238,-0.056,0.094
21.490,-0.127,0.187,-0.049,0.074
21.492,-0.155,0.140,-0.017,0.107
21.495,-0.165,0.123,-0.028,0.038
21.497,-0.183,0.110,-0.010,0.049
21.519,-0.235,0.157,0.020,0.129
21.519,-0.256,0.201,0.004,0.081
21.519,-0.333,0.221,0.086,0.179
21.519,-0.321,0.239,0.075,0.041
21.520,-0.330,0.228,0.110,0.055
21.520,-0.328,0.188,0.135,0.067
21.520,-0.321,0.145,0.139,0.054
21.520,-0.334,0.108,0.191,0.102
21.520,-0.334,0.079,0.193,0.031
21.522,-0.336,0.048,0.208,0.048
21.525,-0.367,0.038,0.230,0.063
21.528,-0.373,0.037,0.233,0.01
21.530,-0.339,0.022,0.223,0.059
21.532,-1.486,0.050,1.486,2.438
21.534,-3.948,0.012,3.926,4.94
21.536,-4.065,0.166,3.926,0.271
21.540,-4.111,-0.963,3.882,1.219
21.542,-4.110,-1.038,3.923,0.117
21.545,-4.109,-1.195,3.926,0.161
21.547,-2.182,-1.737,3.925,2.47
21.549,2.741,-1.240,3.359,5.986
21.551,3.895,0.143,-2.288,8.184
21.553,3.895,-0.799,-3.461,2.115
21.557,3.864,-0.720,-2.470,1.101
21.559,3.895,0.025,-3.004,1.31
21.561,3.895,-0.503,-2.454,1.078
21.564,3.894,-0.533,2.128,4.613
21.577,3.118,0.803,3.595,3.579
21.578,0.052,1.260,3.926,3.854
21.578,-2.470,0.542,3.926,3.24
21.578,-4.111,0.375,3.917,1.817
21.578,-3.514,-0.463,3.926,1.444
21.579,-3.781,-1.081,3.884,0.927
21.582,-2.840,-1.747,2.580,2.911
21.583,-1.771,-1.855,0.975,2.782
21.587,-0.083,-1.319,-3.270,6.469
21.589,-0.078,-1.461,-4.079,0.956
21.591,-0.102,-1.097,-4.044,0.423
21.593,-2.426,-0.303,-3.801,3.361
21.596,-2.219,-0.213,-3.537,0.561
21.599,-2.450,-0.055,-2.250,1.676
21.600,-3.352,-0.560,-0.747,2.91
21.603,-3.909,-0.599,1.221,2.564
21.606,-3.437,0.173,2.386,2.409
21.608,-1.012,0.411,0.251,4.798
21.610,0.216,0.380,-0.323,1.833
21.613,1.773,0.425,-0.794,2.073
21.618,3.604,0.352,-2.168,3.278
21.618,3.895,0.193,-3.270,1.552
21.620,3.890,0.516,-2.196,1.402
21.623,3.873,0.701,-3.349,1.355
21.625,3.777,0.652,-1.358,2.136
21.628,3.359,0.043,-0.970,1.415
21.630,2.566,0.126,0.090,1.936
21.650,1.932,-0.029,0.891,1.59
21.650,0.619,-0.523,2.315,3.231
21.651,0.031,-0.727,2.122,0.985
21.651,-0.391,-0.752,1.398,1.171
21.651,-0.138,-1.070,0.778,1.191
21.651,-0.730,-0.614,0.482,1.344
21.651,-0.884,-0.571,0.027,0.652
21.651,-0.816,-0.644,0.174,0.288
21.652,-1.367,-0.232,0.602,1.391
21.654,-2.338,-0.221,2.392,2.772
21.657,-2.657,-0.112,3.552,1.588
21.659,-2.504,0.094,3.926,0.733
21.662,-2.576,0.298,3.926,0.276
21.665,-3.055,0.012,3.916,0.775
21.667,-1.991,-0.098,3.926,1.184
21.669,-2.150,-0.368,3.926,0.429
21.672,-0.905,-0.231,3.926,1.382
21.674,3.159,-0.183,2.925,5.113
21.677,2.190,-0.025,1.700,2.352
21.679,0.544,0.306,3.926,4.203
21.682,1.026,-0.626,3.926,1.414
21.684,3.440,0.243,2.559,4.65
21.687,2.122,-0.276,2.598,1.876
21.689,0.832,-0.415,3.926,2.757
21.691,1.776,0.107,3.227,2.165
21.694,1.080,0.519,2.144,2.191
21.697,-0.612,-0.071,3.207,3.345
21.701,0.589,0.339,1.929,2.889
21.703,-0.180,-0.048,1.515,1.57
21.704,-0.765,0.308,1.229,1.227
21.706,-0.851,0.165,0.452,1.006
21.709,0.032,0.435,-0.309,1.914
21.711,-0.710,0.434,-0.536,0.97
21.738,-0.796,0.499,-0.066,0.621
21.738,-0.388,0.289,0.209,0.893
21.739,-0.525,0.428,-0.025,0.51
21.739,-0.444,0.378,0.789,0.945
21.739,0.058,0.675,0.605,0.983
21.739,-0.204,1.209,1.336,1.527
21.739,0.191,1.078,1.975,1.165
21.739,0.191,0.840,1.956,0.257
21.739,-0.065,0.964,2.514,0.938
21.739,0.111,0.998,2.896,0.592
21.740,0.136,0.670,3.091,0.548
21.740,0.207,1.069,3.061,0.5
21.745,0.011,1.403,2.856,0.735
21.746,-0.467,1.612,2.964,0.795
21.748,0.261,1.309,2.119,1.876
21.750,-1.654,1.484,3.571,3.542
21.754,-1.743,1.485,3.926,0.445
21.756,-0.988,1.315,2.779,2.072
21.758,-2.084,1.540,3.201,1.743
21.760,-2.339,1.379,3.664,0.879
21.763,-1.686,1.472,2.484,1.926
21.765,-2.357,1.308,3.273,1.624
21.767,-1.916,1.243,3.190,0.589
21.771,-1.980,0.749,2.730,1.018
21.773,-2.070,0.699,3.801,1.211
21.775,-1.574,0.755,3.047,1.306
21.778,-1.631,0.450,3.218,0.533
21.784,-1.315,-0.018,3.668,1.234
21.785,-0.934,0.255,2.943,1.379
21.785,-1.265,-0.880,3.653,2.176
21.788,-0.571,-0.947,3.450,0.964
21.790,-0.305,-0.565,2.428,1.67
21.792,-0.602,-1.074,3.096,1.474
21.795,-0.098,-0.961,2.257,1.456
21.821,-0.282,-1.121,1.717,0.884
21.821,-0.024,-1.356,2.152,0.928
21.822,-0.053,-0.878,1.011,1.648
21.822,-0.024,-1.470,1.265,0.875
21.822,0.013,-1.409,0.853,0.51
21.822,-0.000,-1.447,0.347,0.557
21.831,-0.234,-1.195,0.855,0.994
21.831,-0.242,-1.340,0.668,0.34
21.831,-0.501,-2.171,1.018,1.44
21.831,-0.336,-2.647,1.148,0.771
21.831,-0.112,-2.978,1.113,0.59
21.832,-0.162,-2.625,1.597,0.887
21.832,-0.148,-2.340,1.512,0.384
21.832,0.230,-1.984,1.368,0.878
21.832,0.370,-1.611,1.566,0.711
21.834,0.366,-0.960,1.280,0.941
21.836,0.616,-0.978,1.241,0.307
21.839,0.564,-0.916,1.186,0.169
21.841,0.835,-0.856,0.758,0.759
21.844,0.713,-0.741,0.898,0.377
21.846,0.782,-0.573,0.521,0.614
21.849,0.649,-0.626,0.475,0.232
21.851,0.661,-0.614,0.287,0.212
21.854,0.595,-0.610,0.129,0.228
21.856,0.345,-0.576,0.211,0.366
21.858,0.241,-0.484,0.227,0.212
21.862,0.407,-0.427,0.066,0.384
21.864,0.310,-0.153,0.144,0.449
21.867,0.436,0.165,0.053,0.535
21.869,0.516,0.384,-0.049,0.401
21.871,0.570,0.320,0.064,0.231
21.874,0.726,0.363,0.034,0.229
21.877,0.717,0.386,-0.022,0.088
21.879,0.697,0.280,0.064,0.212
21.883,0.791,0.094,-0.051,0.395
21.883,0.887,-0.023,-0.140,0.302
21.886,0.935,-0.021,-0.125,0.065
21.888,0.978,0.018,-0.285,0.242
21.891,0.967,0.117,-0.321,0.146
21.893,1.011,0.208,-0.426,0.24
21.896,1.021,0.330,-0.502,0.208
21.928,1.059,0.398,-0.598,0.202
21.929,1.007,0.600,-0.665,0.321
21.929,0.951,0.493,-0.625,0.203
21.929,1.036,0.396,-0.697,0.254
21.929,1.027,0.317,-0.677,0.108
21.929,0.980,0.175,-0.573,0.293
21.930,0.997,0.060,-0.504,0.201
21.930,1.035,-0.025,-0.518,0.137
21.930,0.981,-0.073,-0.338,0.282
21.930,1.018,0.079,-0.296,0.231
21.930,1.022,0.174,-0.277,0.118
21.931,1.070,0.223,-0.252,0.122
21.931,1.112,0.267,-0.275,0.109
21.931,1.111,0.301,-0.315,0.075
21.934,1.098,0.284,-0.324,0.039
21.935,1.035,0.187,-0.386,0.222
21.938,0.950,0.074,-0.426,0.238
21.940,0.858,-0.009,-0.447,0.196
21.942,0.812,-0.086,-0.574,0.25
21.945,0.715,-0.115,-0.554,0.146
21.947,0.646,-0.094,-0.602,0.138
21.950,0.529,-0.076,-0.584,0.153
21.952,0.512,-0.043,-0.626,0.092
21.954,0.445,-0.018,-0.629,0.095
21.957,0.346,0.038,-0.561,0.223
21.959,0.264,0.087,-0.520,0.172
21.962,0.168,0.115,-0.433,0.211
21.965,0.177,0.141,-0.393,0.075
21.968,0.233,0.172,-0.465,0.159
21.969,0.151,0.169,-0.389,0.161
21.973,0.114,0.092,-0.343,0.16
21.975,0.166,0.058,-0.449,0.192
21.978,0.163,-0.004,-0.434,0.08
21.979,0.124,-0.015,-0.509,0.125
21.989,0.051,-0.003,-0.458,0.136
21.990,0.048,0.074,-0.507,0.129
21.990,0.115,0.124,-0.621,0.231
21.990,0.120,0.220,-0.656,0.136
21.991,0.078,0.252,-0.672,0.09
21.994,0.026,0.206,-0.621,0.149
22.030,-0.008,0.195,-0.711,0.135
22.030,-0.035,0.049,-0.673,0.211
22.030,-0.097,-0.007,-0.635,0.156
22.030,-0.131,-0.010,-0.638,0.04
22.030,-0.160,0.016,-0.550,0.143
22.030,-0.139,0.023,-0.579,0.057
22.031,-0.158,0.072,-0.509,0.138
22.031,-0.145,0.106,-0.512,0.05
22.031,-0.181,0.076,-0.491,0.087
22.031,-0.230,0.036,-0.366,0.214
22.031,-0.158,0.094,-0.454,0.218
22.031,-0.183,0.134,-0.427,0.092
22.031,-0.228,0.073,-0.337,0.196
22.031,-0.190,0.127,-0.434,0.189
22.031,-0.180,0.131,-0.472,0.052
22.033,-0.235,0.067,-0.430,0.161
22.036,-0.246,-0.001,-0.467,0.116
22.039,-0.248,-0.028,-0.504,0.066
22.040,-0.334,-0.073,-0.443,0.192
22.043,-0.322,-0.067,-0.458,0.033
22.045,-0.332,-0.020,-0.454,0.061
22.048,-0.351,0.037,-0.410,0.12
22.050,-0.348,0.112,-0.430,0.098
22.053,-0.405,0.154,-0.369,0.16
22.055,-0.370,0.161,-0.336,0.075
22.067,-0.348,0.143,-0.362,0.066
22.068,-0.425,0.097,-0.214,0.271
22.068,-0.393,0.074,-0.216,0.057
22.068,-0.356,0.017,-0.222,0.1
22.068,-0.377,0.035,-0.162,0.099
22.071,-0.358,0.027,-0.187,0.052
22.073,-0.399,0.037,-0.144,0.094
22.075,-0.365,0.069,-0.157,0.079
22.078,-0.365,0.076,-0.226,0.076
22.081,-0.444,0.065,-0.107,0.209
22.082,-0.457,0.120,-0.165,0.126
22.085,-0.471,0.165,-0.145,0.079
22.087,-0.518,0.170,-0.094,0.103
22.089,-0.496,0.246,-0.116,0.12
22.092,-0.546,0.307,-0.074,0.153
22.094,-0.570,0.282,-0.043,0.08
22.101,-0.540,0.286,-0.034,0.043
22.101,-0.551,0.329,-0.033,0.055
22.102,-0.598,0.311,0.041,0.139
22.105,0.059,0.388,-0.026,0.801
22.107,3.415,0.714,-1.731,5.387
22.109,3.895,1.021,-3.461,2.517
22.112,3.854,1.063,-3.749,0.371
22.139,3.877,1.169,-4.079,0.459
22.139,3.895,1.474,-4.035,0.367
22.139,3.894,1.984,-3.539,1.007
22.139,3.894,2.357,-2.878,1.034
22.140,3.895,1.680,-1.281,2.275
22.140,3.484,1.713,-1.167,0.558
22.140,1.090,1.846,-0.159,3.535
22.140,-0.650,1.190,0.587,3.142
22.140,-2.728,0.512,2.209,4.378
22.140,-4.111,1.487,3.926,4.075
22.140,-4.111,1.263,3.926,0.224
22.141,-4.075,-2.306,3.887,3.644
22.144,-4.111,-1.416,3.926,0.965
22.147,-4.111,-3.026,3.926,1.61
22.150,-3.185,-3.983,3.925,1.884
22.151,-2.002,-2.243,3.394,3.454
22.154,3.065,-3.665,-1.509,11.392
22.156,2.304,-3.167,-4.079,3.829
22.159,3.753,-0.950,-4.079,3.666
22.161,3.115,-2.297,-3.968,2.096
22.165,3.265,-1.650,-2.912,1.853
22.166,-1.777,0.208,1.260,11.072
22.168,-2.830,-1.653,3.926,5.58
22.171,-3.861,0.249,3.926,2.933
22.173,-4.111,0.318,3.876,0.369
22.176,-3.331,1.093,3.926,1.605
22.178,-3.675,1.821,3.926,1.072
22.181,-0.850,0.848,3.662,4.062
22.183,0.209,0.746,2.140,2.683
22.187,2.667,0.697,-1.708,6.355
22.188,3.495,-0.279,-2.344,2.44
22.190,2.122,-0.614,-2.182,1.87
22.193,2.858,0.517,-0.966,3.083
22.195,2.255,0.486,-2.306,1.974
22.200,0.281,-0.377,1.061,6.204
22.200,-1.380,-0.537,3.678,4.438
22.205,-1.293,-0.600,3.753,0.225
22.206,-1.622,-0.396,3.185,1.101
22.208,-1.133,-0.787,2.909,1.156
22.211,0.049,-0.939,1.289,2.954
22.235,1.049,-0.664,0.488,2.076
22.235,1.529,-0.403,-1.559,2.788
22.236,1.819,-0.304,-1.872,0.702
22.236,1.976,0.117,-2.585,1.291
22.236,1.801,0.122,-2.420,0.345
22.236,0.988,0.466,-1.585,1.992
22.236,0.536,0.525,-1.086,1.01
22.236,-0.099,0.543,-0.920,0.819
22.236,-0.434,0.602,-0.070,1.244
22.236,-0.303,0.714,-0.179,0.352
22.237,-0.105,0.414,-0.358,0.677
22.240,-0.182,0.215,-0.188,0.446
22.243,0.324,-0.260,-0.297,1.09
22.245,0.476,-0.100,-0.190,0.419
22.247,0.656,-0.392,-0.021,0.641
22.249,0.547,-0.462,0.578,0.778
22.253,0.417,-0.554,0.939,0.583
22.254,0.293,-0.357,1.628,1.01
22.256,0.205,-0.298,2.312,0.831
22.259,0.128,-0.470,3.176,1.113
22.262,-0.440,-0.557,3.783,1.262
22.264,-1.066,-0.782,3.926,0.994
22.267,-0.707,-0.406,3.919,0.742
22.269,-0.113,-0.308,3.685,0.926
22.272,-0.349,-0.354,3.806,0.403
22.274,-1.453,-0.259,3.926,1.319
22.277,-1.276,-0.147,3.926,0.289
22.283,-1.043,-0.075,3.923,0.308
22.283,-2.071,-0.418,3.926,1.374
22.284,-0.981,-0.093,3.658,1.683
22.287,0.550,0.386,0.929,4.739
22.289,-0.649,0.541,1.672,2.097
22.291,-1.845,0.630,3.926,3.539
22.294,0.114,0.357,2.883,3.275
22.322,0.495,0.888,1.087,2.708
22.322,-0.088,0.724,2.441,2.101
22.322,-0.216,0.659,2.844,0.596
22.332,0.768,0.703,1.014,2.858
22.332,0.624,0.853,1.315,0.595
22.332,0.275,0.108,1.389,1.168
22.332,0.025,0.195,1.429,0.377
22.332,0.309,0.115,0.958,0.835
22.333,0.187,0.572,0.907,0.63
22.333,-0.260,0.785,0.798,0.769
22.333,-0.768,0.925,1.025,0.875
22.333,-0.439,0.876,0.838,0.565
22.333,-0.140,0.862,0.881,0.356
22.334,-0.580,0.703,1.198,0.916
22.334,-0.882,0.734,1.319,0.454
22.334,-0.480,1.020,1.177,0.83
22.337,-0.020,0.953,1.218,0.568
22.338,-0.367,0.882,1.722,0.922
22.340,-0.658,0.686,1.908,0.673
22.343,-0.478,0.582,2.286,0.662
22.346,0.091,0.453,2.343,0.755
22.348,-0.514,0.275,2.787,1.227
22.350,-0.296,0.246,2.699,0.335
22.353,0.272,0.226,2.421,0.866
22.356,0.195,0.390,2.191,0.471
22.358,0.166,-0.282,2.308,0.818
22.360,-0.501,-0.185,3.482,1.938
22.363,-0.394,-0.061,3.421,0.292
22.364,-0.722,-0.206,2.938,0.956
22.367,-0.863,0.336,3.298,1.043
22.370,-0.818,0.434,3.184,0.257
22.372,-1.413,0.278,3.312,0.879
22.375,-1.407,0.531,3.260,0.311
22.377,-0.914,0.556,2.888,0.89
22.380,-1.734,0.578,3.445,1.399
22.382,-1.325,0.263,3.087,1.082
22.384,-1.020,0.421,2.921,0.629
22.388,-1.400,0.360,3.361,0.881
22.390,-0.925,-0.011,3.045,1.162
22.392,-0.676,0.488,2.621,1.172
22.395,-0.719,-0.142,3.327,1.379
22.399,-0.501,-0.001,2.809,0.877
22.399,-0.299,-0.044,2.541,0.513
22.402,-0.576,-0.130,3.083,0.905
22.405,0.017,-0.720,2.285,1.981
22.407,0.097,-0.268,2.024,0.793
22.410,-0.115,-0.743,2.219,0.882
22.443,-0.016,-0.242,1.547,1.272
22.443,0.034,-0.337,1.515,0.177
22.443,-0.236,-0.003,1.217,0.902
22.443,-0.158,-0.173,1.024,0.441
22.443,0.006,0.149,0.632,0.878
22.443,-0.206,-0.007,0.687,0.423
22.443,0.004,-0.110,0.705,0.331
22.443,0.149,-0.452,0.475,0.717
22.444,0.109,-0.879,0.822,0.814
22.444,0.265,-0.655,0.899,0.457
22.444,0.596,-0.842,0.919,0.538
22.444,0.551,-0.707,1.409,0.67
22.444,0.689,-0.979,1.217,0.602
22.444,0.727,-0.616,1.248,0.432
22.447,1.283,-0.645,0.859,0.974
22.450,0.858,-0.622,1.042,0.631
22.451,1.052,-0.537,1.037,0.284
22.454,1.543,-0.352,-0.116,1.829
22.456,1.305,-0.406,0.565,0.973
22.458,1.224,-0.480,0.302,0.418
22.461,1.380,-0.505,0.049,0.434
22.464,1.187,-0.487,-0.066,0.326
22.466,1.391,-0.790,-0.229,0.67
22.468,1.082,-0.981,-0.096,0.633
22.471,0.944,-0.919,0.052,0.348
22.473,1.209,-0.745,-0.243,0.734
22.476,1.050,-0.555,-0.378,0.484
22.478,0.990,-0.432,0.025,0.586
22.481,1.193,-0.175,-0.260,0.745
22.484,1.150,-0.006,-0.145,0.327
22.486,1.069,-0.062,0.042,0.324
22.488,1.303,-0.301,-0.155,0.67
22.490,1.151,-0.285,0.073,0.396
22.493,1.251,-0.347,0.027,0.208
22.518,1.260,-0.385,-0.005,0.079
22.518,1.177,-0.379,-0.045,0.129
22.518,1.252,-0.282,-0.098,0.225
22.519,1.127,-0.047,-0.240,0.502
22.519,1.010,0.001,-0.207,0.198
22.519,0.945,0.051,-0.264,0.172
22.519,0.952,0.046,-0.390,0.138
22.519,0.832,0.230,-0.319,0.375
22.519,0.752,0.288,-0.457,0.276
22.519,0.641,0.136,-0.299,0.421
22.520,0.734,0.227,-0.521,0.406
22.522,0.709,0.191,-0.502,0.08
22.526,0.523,0.159,-0.327,0.393
22.527,0.626,0.071,-0.395,0.259
22.530,0.463,0.212,-0.383,0.316
22.532,0.451,0.155,-0.235,0.217
22.535,0.420,0.278,-0.350,0.269
22.538,0.418,0.292,-0.278,0.088
22.540,0.394,0.460,-0.289,0.203
22.542,0.497,0.463,-0.383,0.2
22.544,0.384,0.447,-0.280,0.232
22.547,0.416,0.381,-0.331,0.149
22.563,0.377,0.343,-0.363,0.109
22.563,0.314,0.294,-0.310,0.165
22.564,0.378,0.219,-0.394,0.223
22.564,0.267,0.250,-0.400,0.148
22.564,0.306,0.224,-0.402,0.067
22.565,0.251,0.280,-0.422,0.131
22.565,0.243,0.286,-0.433,0.025
22.567,0.154,0.379,-0.388,0.227
22.569,0.091,0.388,-0.354,0.106
22.572,0.024,0.409,-0.306,0.136
22.574,-0.020,0.411,-0.286,0.066
22.577,-0.003,0.356,-0.256,0.102
22.582,-0.004,0.307,-0.253,0.053
22.582,-0.035,0.217,-0.220,0.154
22.584,-0.038,0.131,-0.149,0.16
22.586,0.022,0.099,-0.223,0.166
22.588,0.011,0.045,-0.172,0.116
22.591,-0.029,0.010,-0.150,0.097
22.593,0.001,0.027,-0.165,0.062
22.622,0.024,0.093,-0.232,0.156
22.622,0.011,0.074,-0.251,0.051
22.623,0.016,0.118,-0.271,0.069
22.623,-0.002,0.167,-0.360,0.156
22.623,-0.072,0.088,-0.323,0.186
22.623,-0.091,0.007,-0.367,0.144
22.623,-0.127,-0.027,-0.408,0.111
22.623,-0.174,-0.069,-0.372,0.125
22.623,-0.185,-0.105,-0.364,0.055
22.623,-0.174,-0.096,-0.369,0.025
22.623,-0.172,-0.068,-0.361,0.038
22.623,-0.190,-0.065,-0.349,0.033
22.626,-0.151,-0.005,-0.332,0.116
22.628,-0.172,0.015,-0.342,0.051
22.630,-0.211,0.031,-0.253,0.144
22.632,-0.149,0.115,-0.286,0.179
22.635,-0.164,0.135,-0.307,0.056
22.638,-0.132,0.110,-0.253,0.111
22.641,-0.082,0.134,-0.344,0.165
22.643,-0.118,0.116,-0.326,0.072
22.646,-0.091,0.063,-0.374,0.128
22.648,-0.076,0.051,-0.457,0.11
22.650,-0.116,0.053,-0.470,0.055
22.653,-0.145,0.058,-0.501,0.065
22.655,-0.152,0.109,-0.544,0.101
22.658,-0.163,0.171,-0.583,0.112
22.660,-0.167,0.186,-0.620,0.056
22.662,-0.163,0.230,-0.614,0.054
22.665,-0.162,0.250,-0.645,0.052
22.667,-0.165,0.205,-0.641,0.052
22.670,-0.176,0.184,-0.637,0.036
22.672,-0.169,0.219,-0.639,0.044
22.675,-0.224,0.190,-0.605,0.118
22.677,-0.183,0.202,-0.597,0.061
22.680,-0.114,0.206,-0.646,0.122
22.682,-0.135,0.266,-0.667,0.102
22.685,-0.123,0.252,-0.626,0.067
22.687,-0.051,0.264,-0.710,0.168
22.690,-0.052,0.272,-0.711,0.01
22.692,-0.033,0.290,-0.723,0.049
22.699,-0.027,0.288,-0.764,0.049
22.699,-0.021,0.284,-0.755,0.019
22.701,0.027,0.305,-0.816,0.13
22.702,0.043,0.323,-0.833,0.051
22.705,0.018,0.316,-0.804,0.061
22.707,0.040,0.277,-0.832,0.089
22.710,0.051,0.262,-0.835,0.029
22.747,0.060,0.236,-0.851,0.051
22.747,0.033,0.187,-0.816,0.111
22.747,0.019,0.169,-0.797,0.051
22.748,0.066,0.181,-0.825,0.087
22.748,0.110,0.186,-0.656,0.218
22.748,-2.189,0.108,1.713,4.746
22.748,-3.352,0.243,3.926,3.511
22.749,-4.061,0.808,3.926,1.274
22.749,-4.111,-0.141,3.882,1.043
22.749,-4.098,0.251,3.926,0.449
22.749,-3.732,-0.015,3.926,0.632
22.749,-1.428,-1.198,3.925,3.488
22.750,-0.257,-0.214,3.314,2.766
22.750,1.772,-0.499,2.591,3.037
22.750,0.487,-1.845,2.440,2.782
22.750,2.796,-0.548,0.666,5.38
22.751,0.886,-0.226,-0.971,3.869
22.753,0.934,-1.567,1.239,3.599
22.757,-1.730,0.071,3.071,6.134
22.759,-2.614,-0.627,3.652,2.163
22.761,-3.774,-0.262,3.926,1.799
22.763,-4.009,0.093,3.926,0.59
22.766,-1.630,-0.272,3.337,3.333
22.768,3.895,-0.449,-1.793,10.832
22.771,3.895,0.758,-4.079,3.493
22.773,3.791,1.003,-4.079,0.349
22.775,3.889,1.235,-4.019,0.39
22.779,3.895,2.036,-4.024,0.812
22.780,3.893,1.536,-1.776,2.75
22.783,3.894,2.239,2.246,4.726
22.786,3.544,2.295,2.857,1.017
