time,x,y,z,0
71.443,0.288,-0.757,0.606,0.02
71.445,0.282,-0.749,0.596,0.024
71.447,0.277,-0.744,0.609,0.023
71.450,0.280,-0.733,0.589,0.034
71.453,0.269,-0.720,0.604,0.039
71.454,0.265,-0.717,0.600,0.011
71.457,0.262,-0.705,0.598,0.017
71.459,0.257,-0.716,0.599,0.017
71.476,0.259,-0.711,0.597,0.009
71.476,0.254,-0.714,0.602,0.013
71.477,0.250,-0.714,0.607,0.009
71.477,0.257,-0.709,0.595,0.024
71.478,0.248,-0.711,0.603,0.019
71.478,0.247,-0.713,0.603,0.003
71.478,0.257,-0.713,0.594,0.019
71.479,0.254,-0.712,0.604,0.014
71.481,0.258,-0.717,0.588,0.025
71.483,0.257,-0.710,0.598,0.018
71.486,0.255,-0.708,0.602,0.008
71.488,0.263,-0.710,0.594,0.018
71.491,0.256,-0.714,0.607,0.024
71.493,0.264,-0.710,0.598,0.021
71.496,0.266,-0.712,0.595,0.007
71.498,0.259,-0.714,0.610,0.024
71.501,0.277,-0.717,0.599,0.032
71.503,0.269,-0.714,0.610,0.022
71.506,0.264,-0.714,0.617,0.012
71.508,0.273,-0.712,0.606,0.022
71.511,0.263,-0.714,0.623,0.029
71.513,0.264,-0.714,0.626,0.004
71.515,0.269,-0.716,0.619,0.014
71.518,0.260,-0.718,0.637,0.029
71.520,0.266,-0.714,0.621,0.026
71.522,0.267,-0.715,0.629,0.01
71.526,0.262,-0.714,0.635,0.012
71.528,0.267,-0.721,0.627,0.02
71.530,0.264,-0.717,0.631,0.011
71.533,0.265,-0.722,0.628,0.009
71.537,0.270,-0.725,0.621,0.015
71.537,0.262,-0.726,0.629,0.017
71.540,0.265,-0.731,0.620,0.017
71.543,0.265,-0.735,0.619,0.005
71.548,0.271,-0.735,0.625,0.012
71.548,0.264,-0.744,0.613,0.028
71.551,0.266,-0.749,0.621,0.015
71.553,0.270,-0.752,0.619,0.009
71.560,0.269,-0.759,0.619,0.008
71.560,0.265,-0.765,0.624,0.015
71.560,0.269,-0.762,0.616,0.015
71.564,0.266,-0.762,0.622,0.009
71.566,0.269,-0.756,0.622,0.009
71.568,0.268,-0.751,0.614,0.014
71.571,0.266,-0.743,0.619,0.015
71.573,0.268,-0.743,0.623,0.006
71.574,0.272,-0.733,0.613,0.024
71.578,0.271,-0.736,0.614,0.005
71.580,0.277,-0.726,0.606,0.024
71.581,0.274,-0.723,0.600,0.012
71.585,0.275,-0.719,0.618,0.023
71.587,0.281,-0.720,0.596,0.029
71.589,0.272,-0.716,0.603,0.02
71.593,0.274,-0.720,0.607,0.01
71.594,0.280,-0.722,0.598,0.017
71.598,0.276,-0.728,0.614,0.026
71.599,0.278,-0.727,0.608,0.009
71.602,0.277,-0.730,0.606,0.006
71.605,0.270,-0.741,0.620,0.032
71.607,0.289,-0.753,0.610,0.041
71.610,0.275,-0.734,0.610,0.033
71.612,0.282,-0.727,0.615,0.019
71.615,0.280,-0.722,0.599,0.023
71.619,0.278,-0.722,0.597,0.004
71.619,0.284,-0.724,0.600,0.011
71.623,0.291,-0.734,0.595,0.022
71.624,0.290,-0.743,0.602,0.017
71.628,0.294,-0.749,0.592,0.02
71.630,0.298,-0.738,0.582,0.025
71.631,0.289,-0.743,0.600,0.032
71.634,0.295,-0.745,0.588,0.02
71.637,0.289,-0.750,0.605,0.028
71.640,0.289,-0.739,0.603,0.013
71.642,0.282,-0.743,0.605,0.013
71.644,0.275,-0.747,0.626,0.032
71.647,0.280,-0.753,0.627,0.012
71.649,0.284,-0.749,0.632,0.013
71.652,0.283,-0.745,0.640,0.013
71.654,0.270,-0.734,0.649,0.033
71.657,0.278,-0.737,0.662,0.024
71.659,0.271,-0.754,0.664,0.026
71.662,0.273,-0.758,0.681,0.023
71.663,0.279,-0.748,0.670,0.027
71.666,0.269,-0.730,0.680,0.038
71.668,0.272,-0.718,0.687,0.022
71.671,0.275,-0.718,0.686,0.004
71.673,0.272,-0.738,0.705,0.042
71.675,0.268,-0.748,0.710,0.019
71.678,0.266,-0.777,0.727,0.048
71.680,0.281,-0.780,0.721,0.024
71.683,0.292,-0.774,0.703,0.035
71.685,0.274,-0.746,0.732,0.075
71.688,0.282,-0.723,0.720,0.043
71.690,0.302,-0.687,0.667,0.109
71.693,0.290,-0.669,0.691,0.054
71.695,0.285,-0.645,0.666,0.054
71.697,0.298,-0.662,0.659,0.037
71.700,0.330,-0.686,0.627,0.088
71.702,0.344,-0.705,0.601,0.059
71.704,0.350,-0.698,0.586,0.028
71.714,0.350,-0.674,0.558,0.052
71.714,0.341,-0.696,0.571,0.044
71.714,0.355,-0.711,0.548,0.052
71.714,0.341,-0.745,0.551,0.051
71.717,0.305,-0.759,0.606,0.105
71.719,0.322,-0.781,0.579,0.066
71.721,0.339,-0.779,0.559,0.039
71.724,0.271,-0.709,0.582,0.161
71.727,0.294,-0.718,0.580,0.034
71.729,0.292,-0.678,0.552,0.07
71.731,0.309,-0.746,0.569,0.102
71.734,0.305,-0.707,0.578,0.052
71.737,0.270,-0.745,0.669,0.164
71.739,0.339,-0.758,0.615,0.136
71.742,0.364,-0.679,0.540,0.179
71.744,0.298,-0.666,0.647,0.186
71.747,0.340,-0.597,0.551,0.207
71.749,0.362,-0.650,0.542,0.084
71.751,0.331,-0.685,0.599,0.123
71.753,0.359,-0.730,0.554,0.118
71.756,0.333,-0.765,0.609,0.116
71.760,0.372,-0.721,0.557,0.135
71.761,0.342,-0.733,0.566,0.051
71.764,0.300,-0.695,0.601,0.115
71.766,0.374,-0.701,0.515,0.166
71.769,0.332,-0.647,0.536,0.117
71.771,0.361,-0.678,0.508,0.088
71.773,0.360,-0.640,0.446,0.101
71.775,0.344,-0.650,0.519,0.099
71.780,0.380,-0.693,0.463,0.135
71.781,0.380,-0.778,0.499,0.121
71.783,0.378,-0.800,0.529,0.054
71.786,0.394,-0.775,0.502,0.068
71.788,0.354,-0.744,0.529,0.098
71.791,0.361,-0.721,0.525,0.034
71.794,0.358,-0.697,0.514,0.038
71.796,0.335,-0.694,0.554,0.066
71.798,0.359,-0.717,0.529,0.072
71.801,0.375,-0.714,0.524,0.024
71.803,0.359,-0.723,0.540,0.041
71.806,0.351,-0.725,0.545,0.015
71.808,0.373,-0.742,0.541,0.043
71.811,0.390,-0.740,0.547,0.025
71.813,0.379,-0.742,0.536,0.024
71.816,0.351,-0.721,0.555,0.068
71.818,0.360,-0.687,0.547,0.051
71.821,0.371,-0.666,0.531,0.048
71.823,0.347,-0.693,0.566,0.086
71.826,0.362,-0.688,0.567,0.021
71.828,0.373,-0.697,0.562,0.025
71.831,0.362,-0.724,0.584,0.06
71.833,0.377,-0.739,0.586,0.032
71.835,0.369,-0.737,0.595,0.019
71.838,0.352,-0.714,0.622,0.067
71.840,0.369,-0.715,0.601,0.039
71.844,0.367,-0.719,0.632,0.037
71.846,0.385,-0.721,0.608,0.044
71.848,0.375,-0.698,0.598,0.043
71.850,0.367,-0.702,0.614,0.028
71.853,0.398,-0.706,0.586,0.063
71.856,0.403,-0.738,0.598,0.049
71.858,0.381,-0.752,0.615,0.053
71.860,0.414,-0.762,0.596,0.062
71.863,0.412,-0.769,0.571,0.034
71.865,0.397,-0.747,0.585,0.051
71.868,0.391,-0.724,0.577,0.037
71.870,0.387,-0.708,0.581,0.024
71.872,0.387,-0.725,0.573,0.025
71.875,0.385,-0.737,0.573,0.014
71.878,0.392,-0.776,0.582,0.055
71.880,0.406,-0.787,0.571,0.036
71.882,0.386,-0.777,0.590,0.049
71.885,0.384,-0.776,0.596,0.009
71.887,0.382,-0.764,0.596,0.014
71.890,0.373,-0.751,0.601,0.027
71.892,0.381,-0.753,0.596,0.015
71.894,0.379,-0.752,0.594,0.005
71.898,0.371,-0.734,0.607,0.039
71.900,0.379,-0.724,0.604,0.021
71.903,0.372,-0.719,0.603,0.013
71.905,0.386,-0.745,0.616,0.053
71.907,0.387,-0.751,0.599,0.024
71.909,0.373,-0.739,0.616,0.043
71.911,0.377,-0.715,0.610,0.034
71.917,0.372,-0.696,0.614,0.028
71.917,0.358,-0.700,0.641,0.045
71.919,0.367,-0.698,0.620,0.032
71.922,0.363,-0.696,0.622,0.008
71.924,0.355,-0.706,0.641,0.037
71.927,0.359,-0.699,0.619,0.033
71.930,0.377,-0.675,0.601,0.06
71.932,0.368,-0.623,0.585,0.077
71.934,0.350,-0.633,0.602,0.045
71.938,0.375,-0.649,0.565,0.078
71.939,0.400,-0.693,0.547,0.087
71.943,0.376,-0.693,0.584,0.061
71.943,0.376,-0.697,0.571,0.017
71.948,0.391,-0.677,0.540,0.066
71.948,0.380,-0.668,0.554,0.034
71.952,0.374,-0.669,0.548,0.013
71.973,0.366,-0.667,0.553,0.015
71.974,0.386,-0.679,0.544,0.041
71.974,0.378,-0.694,0.546,0.025
71.974,0.382,-0.691,0.545,0.008
71.975,0.366,-0.665,0.556,0.053
71.975,0.377,-0.673,0.571,0.034
71.975,0.374,-0.682,0.555,0.028
71.975,0.368,-0.676,0.570,0.027
71.976,0.367,-0.654,0.570,0.023
71.976,0.376,-0.658,0.567,0.016
71.978,0.376,-0.661,0.572,0.008
71.980,0.367,-0.664,0.592,0.032
71.982,0.373,-0.665,0.594,0.009
71.985,0.372,-0.673,0.603,0.018
71.987,0.363,-0.687,0.627,0.047
71.990,0.377,-0.694,0.617,0.031
71.992,0.355,-0.683,0.644,0.06
71.995,0.355,-0.712,0.676,0.061
71.997,0.373,-0.709,0.643,0.054
72.000,0.340,-0.683,0.681,0.097
72.002,0.315,-0.651,0.703,0.079
72.004,0.362,-0.679,0.673,0.105
72.007,0.367,-0.657,0.662,0.038
72.009,0.336,-0.606,0.680,0.1
72.012,0.365,-0.623,0.655,0.071
72.015,0.396,-0.616,0.609,0.084
72.018,0.395,-0.635,0.622,0.033
72.020,0.374,-0.647,0.645,0.056
72.022,0.416,-0.724,0.626,0.138
72.025,0.415,-0.694,0.618,0.039
72.027,0.409,-0.698,0.623,0.015
72.031,0.420,-0.670,0.584,0.078
72.032,0.399,-0.630,0.596,0.073
72.037,0.405,-0.618,0.567,0.047
72.037,0.419,-0.657,0.557,0.063
72.039,0.415,-0.711,0.581,0.082
72.042,0.433,-0.726,0.566,0.048
72.044,0.448,-0.756,0.552,0.059
72.047,0.417,-0.777,0.577,0.077
72.049,0.426,-0.769,0.566,0.028
72.052,0.416,-0.720,0.544,0.081
72.054,0.401,-0.699,0.565,0.057
72.057,0.393,-0.678,0.562,0.032
72.061,0.383,-0.695,0.575,0.04
72.062,0.405,-0.750,0.604,0.106
72.064,0.440,-0.785,0.563,0.111
72.068,0.442,-0.779,0.578,0.023
72.070,0.436,-0.727,0.560,0.076
72.072,0.437,-0.644,0.506,0.138
72.075,0.427,-0.613,0.509,0.044
72.077,0.444,-0.606,0.480,0.053
72.078,0.459,-0.674,0.483,0.086
72.082,0.466,-0.708,0.487,0.045
72.084,0.503,-0.762,0.459,0.119
72.087,0.480,-0.755,0.463,0.034
72.090,0.475,-0.776,0.472,0.035
72.091,0.469,-0.759,0.452,0.043
72.094,0.458,-0.764,0.475,0.039
72.096,0.457,-0.748,0.455,0.037
72.099,0.442,-0.734,0.466,0.04
72.101,0.430,-0.726,0.470,0.024
72.103,0.448,-0.729,0.460,0.031
72.106,0.436,-0.743,0.477,0.043
72.108,0.437,-0.749,0.486,0.016
72.111,0.451,-0.757,0.475,0.033
72.113,0.445,-0.762,0.492,0.028
72.116,0.439,-0.737,0.488,0.035
72.118,0.442,-0.721,0.490,0.021
72.121,0.432,-0.716,0.501,0.026
72.123,0.443,-0.724,0.502,0.02
72.126,0.447,-0.730,0.512,0.02
72.127,0.446,-0.744,0.522,0.025
72.131,0.452,-0.744,0.514,0.014
72.133,0.448,-0.747,0.530,0.023
72.138,0.444,-0.741,0.533,0.013
72.139,0.442,-0.734,0.534,0.01
72.141,0.433,-0.721,0.551,0.039
72.143,0.438,-0.715,0.543,0.019
72.146,0.431,-0.708,0.550,0.021
72.148,0.423,-0.706,0.559,0.019
72.151,0.429,-0.714,0.559,0.014
72.152,0.426,-0.710,0.577,0.025
72.155,0.425,-0.711,0.577,0.002
72.158,0.431,-0.708,0.584,0.016
72.160,0.428,-0.710,0.594,0.015
72.163,0.426,-0.697,0.595,0.016
72.165,0.420,-0.683,0.599,0.024
72.167,0.413,-0.672,0.607,0.026
72.170,0.414,-0.666,0.603,0.011
72.172,0.415,-0.663,0.607,0.008
72.175,0.412,-0.666,0.613,0.012
72.177,0.411,-0.672,0.614,0.008
72.180,0.413,-0.677,0.610,0.011
72.182,0.416,-0.677,0.604,0.009
72.185,0.413,-0.683,0.614,0.019
72.188,0.417,-0.682,0.612,0.007
72.189,0.413,-0.676,0.607,0.015
72.193,0.410,-0.680,0.607,0.007
72.194,0.414,-0.683,0.608,0.008
72.198,0.411,-0.677,0.605,0.012
72.216,0.414,-0.675,0.603,0.007
72.216,0.413,-0.677,0.604,0.004
72.217,0.413,-0.691,0.597,0.021
72.217,0.422,-0.694,0.595,0.014
72.217,0.418,-0.701,0.592,0.014
72.218,0.415,-0.703,0.592,0.005
72.218,0.412,-0.697,0.593,0.01
72.218,0.409,-0.696,0.587,0.01
72.219,0.406,-0.697,0.592,0.009
72.221,0.402,-0.693,0.589,0.011
72.224,0.405,-0.693,0.587,0.005
72.226,0.400,-0.695,0.585,0.009
72.228,0.398,-0.694,0.583,0.005
72.231,0.394,-0.694,0.580,0.007
72.233,0.392,-0.692,0.581,0.005
72.236,0.393,-0.690,0.581,0.003
72.238,0.387,-0.695,0.582,0.012
72.240,0.387,-0.692,0.588,0.009
72.243,0.388,-0.693,0.583,0.007
72.245,0.387,-0.690,0.582,0.005
72.248,0.384,-0.694,0.583,0.008
72.250,0.385,-0.698,0.590,0.012
72.253,0.387,-0.698,0.596,0.008
72.255,0.388,-0.694,0.601,0.01
72.258,0.379,-0.693,0.607,0.016
72.261,0.381,-0.692,0.609,0.005
72.263,0.381,-0.693,0.625,0.017
72.266,0.380,-0.700,0.633,0.016
72.268,0.378,-0.701,0.631,0.005
72.271,0.371,-0.703,0.647,0.025
72.272,0.379,-0.702,0.641,0.015
72.277,0.365,-0.695,0.640,0.022
72.277,0.359,-0.694,0.661,0.028
72.280,0.362,-0.685,0.651,0.022
72.285,0.351,-0.694,0.669,0.038
72.286,0.349,-0.706,0.694,0.039
72.288,0.366,-0.711,0.682,0.034
72.291,0.351,-0.697,0.700,0.047
72.292,0.361,-0.690,0.694,0.023
72.296,0.356,-0.673,0.688,0.028
72.298,0.393,-0.689,0.671,0.07
72.300,0.383,-0.622,0.612,0.136
72.302,0.366,-0.637,0.652,0.072
72.306,0.394,-0.624,0.585,0.108
72.308,0.427,-0.677,0.570,0.101
72.310,0.411,-0.678,0.574,0.021
72.313,0.421,-0.697,0.559,0.044
72.316,0.420,-0.720,0.558,0.025
72.318,0.425,-0.721,0.549,0.015
72.320,0.410,-0.732,0.549,0.026
72.323,0.390,-0.702,0.561,0.062
72.326,0.400,-0.708,0.552,0.025
72.327,0.396,-0.690,0.546,0.028
72.330,0.396,-0.702,0.532,0.026
72.333,0.391,-0.699,0.540,0.016
72.336,0.398,-0.709,0.537,0.02
72.337,0.408,-0.728,0.527,0.039
72.341,0.390,-0.731,0.532,0.026
72.343,0.383,-0.710,0.535,0.031
72.344,0.388,-0.692,0.520,0.038
72.348,0.378,-0.696,0.526,0.02
72.349,0.373,-0.689,0.526,0.012
72.353,0.373,-0.688,0.546,0.021
72.354,0.366,-0.694,0.564,0.031
72.358,0.371,-0.713,0.569,0.029
72.361,0.366,-0.714,0.587,0.024
72.362,0.356,-0.718,0.624,0.051
72.365,0.346,-0.715,0.646,0.035
72.366,0.360,-0.719,0.662,0.034
72.370,0.364,-0.703,0.665,0.023
72.371,0.365,-0.674,0.661,0.034
72.374,0.358,-0.633,0.683,0.07
72.376,0.372,-0.631,0.662,0.037
72.379,0.379,-0.628,0.648,0.024
72.381,0.380,-0.661,0.668,0.054
72.384,0.397,-0.667,0.644,0.047
72.386,0.415,-0.697,0.645,0.049
72.388,0.450,-0.675,0.580,0.122
72.391,0.409,-0.651,0.591,0.076
72.394,0.413,-0.651,0.587,0.008
72.396,0.428,-0.640,0.532,0.081
72.399,0.401,-0.671,0.577,0.103
72.401,0.418,-0.673,0.536,0.06
72.403,0.404,-0.694,0.534,0.037
72.406,0.399,-0.699,0.567,0.043
72.409,0.415,-0.703,0.535,0.052
72.410,0.387,-0.716,0.574,0.08
72.413,0.380,-0.710,0.580,0.019
72.416,0.386,-0.717,0.576,0.017
72.418,0.376,-0.711,0.603,0.043
72.421,0.389,-0.688,0.574,0.065
72.423,0.383,-0.654,0.576,0.042
72.426,0.377,-0.633,0.580,0.031
72.428,0.414,-0.631,0.542,0.077
72.430,0.395,-0.615,0.567,0.06
72.433,0.407,-0.633,0.570,0.033
72.435,0.433,-0.647,0.530,0.08
72.438,0.433,-0.652,0.543,0.018
72.440,0.436,-0.650,0.535,0.013
72.444,0.428,-0.654,0.536,0.013
72.471,0.434,-0.674,0.542,0.032
72.471,0.431,-0.685,0.537,0.019
72.471,0.427,-0.707,0.548,0.037
72.472,0.423,-0.701,0.543,0.015
72.472,0.430,-0.690,0.538,0.023
72.472,0.417,-0.683,0.547,0.029
72.472,0.423,-0.695,0.551,0.022
72.473,0.421,-0.704,0.554,0.014
72.473,0.427,-0.721,0.575,0.044
72.473,0.440,-0.737,0.559,0.045
72.473,0.425,-0.729,0.576,0.04
72.474,0.427,-0.723,0.580,0.012
72.474,0.429,-0.698,0.561,0.046
72.477,0.416,-0.698,0.582,0.034
72.479,0.429,-0.704,0.576,0.025
72.482,0.428,-0.712,0.573,0.012
72.484,0.422,-0.711,0.581,0.015
72.487,0.432,-0.707,0.558,0.037
72.490,0.428,-0.712,0.567,0.018
72.491,0.425,-0.703,0.566,0.013
72.494,0.426,-0.705,0.559,0.01
72.497,0.415,-0.697,0.567,0.027
72.500,0.426,-0.686,0.551,0.038
72.502,0.417,-0.680,0.553,0.017
72.504,0.408,-0.675,0.557,0.018
72.507,0.415,-0.670,0.550,0.019
72.510,0.410,-0.681,0.564,0.03
72.511,0.424,-0.691,0.557,0.031
72.513,0.427,-0.694,0.563,0.012
72.516,0.421,-0.691,0.567,0.013
72.519,0.421,-0.679,0.558,0.021
72.521,0.418,-0.672,0.571,0.023
72.524,0.417,-0.664,0.566,0.014
72.526,0.414,-0.660,0.567,0.008
72.529,0.421,-0.662,0.575,0.017
72.531,0.423,-0.666,0.563,0.018
72.533,0.420,-0.674,0.577,0.025
72.536,0.424,-0.674,0.585,0.012
72.538,0.423,-0.678,0.570,0.02
72.541,0.419,-0.671,0.586,0.027
72.544,0.420,-0.668,0.574,0.016
72.546,0.425,-0.667,0.567,0.013
72.548,0.404,-0.657,0.581,0.045
72.551,0.418,-0.660,0.574,0.024
72.553,0.412,-0.660,0.580,0.012
72.556,0.410,-0.673,0.582,0.017
72.558,0.415,-0.668,0.572,0.02
72.562,0.414,-0.677,0.586,0.024
72.563,0.414,-0.672,0.577,0.014
72.567,0.415,-0.679,0.588,0.019
72.568,0.414,-0.678,0.584,0.006
72.570,0.420,-0.679,0.591,0.014
72.573,0.421,-0.678,0.591,0.002
72.576,0.425,-0.667,0.588,0.018
72.577,0.425,-0.668,0.577,0.012
72.580,0.425,-0.663,0.584,0.012
72.582,0.438,-0.671,0.572,0.033
72.585,0.434,-0.675,0.576,0.012
72.588,0.432,-0.685,0.579,0.015
72.590,0.442,-0.691,0.565,0.03
72.592,0.439,-0.688,0.570,0.011
72.596,0.433,-0.682,0.564,0.018
72.598,0.430,-0.679,0.555,0.015
72.600,0.419,-0.678,0.568,0.025
72.603,0.426,-0.685,0.566,0.016
72.605,0.424,-0.687,0.560,0.01
72.608,0.418,-0.696,0.573,0.028
72.610,0.421,-0.695,0.567,0.01
72.612,0.422,-0.704,0.570,0.013
72.615,0.418,-0.695,0.572,0.015
72.617,0.419,-0.698,0.575,0.007
72.621,0.418,-0.687,0.571,0.016
72.622,0.426,-0.697,0.583,0.03
72.625,0.423,-0.690,0.572,0.021
72.627,0.422,-0.708,0.581,0.028
72.630,0.426,-0.704,0.578,0.011
72.632,0.436,-0.712,0.581,0.021
72.635,0.429,-0.706,0.585,0.017
72.637,0.436,-0.715,0.595,0.026
72.640,0.433,-0.699,0.579,0.035
72.642,0.435,-0.708,0.590,0.022
72.644,0.426,-0.698,0.596,0.025
72.647,0.433,-0.710,0.596,0.019
72.649,0.423,-0.691,0.591,0.034
72.651,0.421,-0.713,0.600,0.033
72.654,0.424,-0.701,0.581,0.034
72.657,0.431,-0.723,0.600,0.048
72.659,0.421,-0.705,0.590,0.038
72.661,0.421,-0.722,0.600,0.027
72.664,0.421,-0.709,0.593,0.02
72.667,0.420,-0.711,0.596,0.006
72.669,0.415,-0.706,0.590,0.016
72.671,0.419,-0.699,0.593,0.014
72.674,0.411,-0.696,0.588,0.016
72.677,0.407,-0.697,0.598,0.015
72.679,0.413,-0.706,0.586,0.027
72.681,0.405,-0.705,0.601,0.024
72.684,0.419,-0.710,0.592,0.028
72.686,0.416,-0.705,0.587,0.013
72.688,0.416,-0.701,0.598,0.015
72.713,0.426,-0.698,0.584,0.027
72.713,0.425,-0.703,0.580,0.01
72.713,0.421,-0.704,0.590,0.015
72.714,0.425,-0.700,0.585,0.013
72.714,0.428,-0.705,0.589,0.012
72.714,0.430,-0.693,0.581,0.022
72.714,0.428,-0.694,0.582,0.004
72.715,0.428,-0.692,0.575,0.009
72.715,0.436,-0.693,0.572,0.012
72.715,0.429,-0.693,0.575,0.01
72.715,0.434,-0.695,0.571,0.011
72.718,0.425,-0.693,0.579,0.019
72.720,0.420,-0.688,0.582,0.013
72.723,0.423,-0.688,0.574,0.011
72.726,0.412,-0.680,0.578,0.023
72.729,0.410,-0.683,0.583,0.01
72.731,0.409,-0.674,0.579,0.014
72.732,0.404,-0.679,0.594,0.025
72.734,0.401,-0.671,0.594,0.011
72.739,0.401,-0.672,0.599,0.006
72.741,0.406,-0.675,0.595,0.012
72.742,0.412,-0.658,0.591,0.027
72.745,0.407,-0.650,0.591,0.013
72.748,0.406,-0.641,0.584,0.017
72.749,0.417,-0.641,0.569,0.026
72.752,0.413,-0.642,0.586,0.022
72.754,0.418,-0.657,0.584,0.022
72.757,0.420,-0.663,0.583,0.009
72.759,0.420,-0.664,0.582,0.002
72.762,0.426,-0.662,0.573,0.017
72.764,0.412,-0.653,0.591,0.041
72.766,0.413,-0.659,0.590,0.008
72.770,0.420,-0.659,0.581,0.016
72.772,0.407,-0.651,0.584,0.024
72.773,0.407,-0.644,0.590,0.013
72.777,0.408,-0.645,0.580,0.012
72.779,0.410,-0.648,0.587,0.012
72.781,0.404,-0.652,0.594,0.017
72.784,0.410,-0.677,0.601,0.038
72.787,0.394,-0.640,0.602,0.054
72.789,0.400,-0.631,0.598,0.019
72.791,0.384,-0.602,0.603,0.05
72.794,0.399,-0.616,0.597,0.035
72.797,0.397,-0.600,0.592,0.023
72.799,0.407,-0.605,0.600,0.023
72.802,0.425,-0.614,0.563,0.064
72.804,0.410,-0.599,0.578,0.045
72.806,0.419,-0.610,0.560,0.038
72.809,0.425,-0.609,0.548,0.019
72.811,0.412,-0.631,0.559,0.046
72.815,0.410,-0.627,0.548,0.017
72.816,0.415,-0.639,0.546,0.019
72.820,0.417,-0.643,0.541,0.011
72.821,0.409,-0.636,0.547,0.021
72.824,0.408,-0.644,0.550,0.012
72.827,0.410,-0.661,0.555,0.024
72.829,0.416,-0.665,0.547,0.018
72.831,0.409,-0.662,0.558,0.021
72.834,0.413,-0.664,0.553,0.011
72.836,0.414,-0.661,0.546,0.011
72.839,0.409,-0.656,0.557,0.021
72.841,0.411,-0.651,0.552,0.012
72.846,0.406,-0.655,0.566,0.023
72.847,0.418,-0.656,0.562,0.017
72.849,0.414,-0.657,0.564,0.007
72.850,0.410,-0.666,0.576,0.025
72.853,0.416,-0.664,0.564,0.02
72.859,0.415,-0.667,0.570,0.01
72.860,0.404,-0.661,0.580,0.027
72.861,0.410,-0.656,0.573,0.018
72.865,0.403,-0.651,0.578,0.017
72.868,0.405,-0.663,0.580,0.016
72.869,0.411,-0.660,0.565,0.024
72.871,0.394,-0.665,0.591,0.048
72.874,0.408,-0.685,0.592,0.035
72.878,0.419,-0.680,0.567,0.041
72.878,0.401,-0.684,0.585,0.04
72.882,0.409,-0.675,0.588,0.02
72.884,0.414,-0.673,0.577,0.018
72.885,0.404,-0.677,0.592,0.029
72.889,0.413,-0.675,0.579,0.024
72.890,0.414,-0.679,0.588,0.014
72.893,0.413,-0.685,0.592,0.011
72.895,0.426,-0.709,0.596,0.041
72.897,0.425,-0.723,0.600,0.019
72.900,0.430,-0.742,0.600,0.024
72.902,0.427,-0.746,0.610,0.017
72.904,0.427,-0.752,0.604,0.012
72.908,0.433,-0.749,0.609,0.014
72.910,0.428,-0.749,0.618,0.014
72.913,0.423,-0.745,0.618,0.009
72.916,0.423,-0.738,0.610,0.015
72.917,0.417,-0.740,0.615,0.013
72.921,0.419,-0.730,0.611,0.016
72.922,0.412,-0.724,0.609,0.015
72.925,0.407,-0.722,0.614,0.012
72.929,0.414,-0.716,0.594,0.033
72.929,0.404,-0.714,0.600,0.018
72.934,0.400,-0.710,0.601,0.009
72.936,0.405,-0.713,0.596,0.013
72.967,0.399,-0.707,0.598,0.014
72.967,0.399,-0.714,0.600,0.009
72.967,0.397,-0.710,0.588,0.018
72.968,0.393,-0.710,0.592,0.008
72.968,0.393,-0.706,0.586,0.01
72.968,0.395,-0.713,0.589,0.012
72.968,0.393,-0.709,0.585,0.01
72.969,0.389,-0.714,0.596,0.02
72.969,0.390,-0.713,0.592,0.006
72.969,0.385,-0.705,0.586,0.019
72.969,0.387,-0.704,0.597,0.014
72.970,0.385,-0.695,0.587,0.021
72.970,0.382,-0.697,0.588,0.006
72.970,0.393,-0.687,0.579,0.03
72.971,0.392,-0.681,0.573,0.013
72.974,0.391,-0.686,0.581,0.014
72.976,0.398,-0.678,0.566,0.03
72.978,0.398,-0.683,0.567,0.006
72.981,0.398,-0.681,0.567,0.002
72.983,0.407,-0.688,0.559,0.024
72.986,0.398,-0.682,0.570,0.026
72.988,0.402,-0.675,0.562,0.019
72.990,0.395,-0.675,0.567,0.012
72.993,0.391,-0.667,0.572,0.017
72.995,0.395,-0.671,0.569,0.011
72.998,0.388,-0.672,0.581,0.02
73.000,0.401,-0.673,0.570,0.025
73.002,0.394,-0.661,0.580,0.029
73.005,0.397,-0.662,0.577,0.007
73.008,0.400,-0.661,0.570,0.011
73.012,0.394,-0.667,0.585,0.027
73.013,0.393,-0.664,0.576,0.013
73.015,0.396,-0.663,0.575,0.005
73.020,0.394,-0.651,0.578,0.017
73.020,0.393,-0.661,0.576,0.013
73.023,0.392,-0.655,0.577,0.008
73.026,0.393,-0.663,0.580,0.012
73.028,0.396,-0.670,0.583,0.013
73.030,0.400,-0.678,0.580,0.015
73.033,0.392,-0.677,0.577,0.012
73.036,0.395,-0.680,0.576,0.007
73.037,0.395,-0.682,0.577,0.003
73.043,0.390,-0.684,0.580,0.01
73.043,0.393,-0.681,0.579,0.007
73.045,0.391,-0.680,0.579,0.003
73.048,0.395,-0.679,0.586,0.012
73.050,0.393,-0.680,0.580,0.009
73.053,0.393,-0.686,0.583,0.009
73.055,0.394,-0.684,0.583,0.003
73.057,0.392,-0.692,0.584,0.011
73.060,0.396,-0.700,0.587,0.015
73.062,0.397,-0.709,0.591,0.014
73.064,0.400,-0.706,0.587,0.01
73.067,0.397,-0.706,0.589,0.005
73.069,0.392,-0.703,0.589,0.008
73.072,0.395,-0.703,0.592,0.006
73.074,0.397,-0.708,0.591,0.008
73.076,0.394,-0.709,0.596,0.009
